Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	ALE.A.7.17.1.F7.Norm	ALE.A.7.18.1.F8.Norm	ALE.A.8.13.1.G10.Norm
SUPT20H	20	11	18	12	11	12	7	19	18	28	6	14	20	9	12	12	13.5707641850849	8.13374833264349	12.8427542080775	9.57269709926248	10.4678913092178	8.57811853298681	10.765741115624	14.1523852247459	14.8597924412667	14.789455954868	5.35248620555895	12.8836444532768	13.8471496834706	11.1603129815728	16.1890782524526	8.93272091213301
SUPT3H	21	16	12	11	15	16	8	14	9	15	15	15	12	11	7	20	14.2493023943392	11.8309066656633	8.56183613871831	8.7749723409906	14.2743972398424	11.4374913773158	12.3037041321417	10.428073323497	7.42989622063333	7.92292283296503	13.3812155138974	13.8039047713681	8.30828981008238	13.6403825330335	9.44362898059736	14.8878681868884
SUPT4H1	183	174	230	175	166	211	97	194	157	258	166	152	237	131	117	234	124.172492293527	128.661109989088	164.101859325434	139.601832697578	157.969996120923	150.831917538351	149.182412602218	144.503301768458	129.610411848826	136.274272726998	148.085451687131	139.879568349863	164.088723749127	162.444555620671	157.843512961413	174.188057786594
SUPT5H	28	31	24	28	22	28	11	29	20	43	17	17	33	12	18	30	18.9990698591189	22.9223816647226	17.1236722774366	22.3362932316124	20.9357826184355	20.0156099103026	16.9175931816949	21.6010090272437	16.5108804902963	22.7123787878331	15.165377582417	15.6444254075505	22.8477969777265	14.8804173087638	24.2836173786789	22.3318022803325
SUPT6H	78	62	55	41	31	108	32	63	52	108	33	52	55	31	24	50	52.9259803218311	45.8447633294451	39.2417489691256	32.7067150891468	29.500420962341	77.2030667968813	49.2148165285669	46.9263299557363	42.9282892747703	57.0450443973482	29.4386741305742	47.8535365407426	38.0796616295442	38.4410780476397	32.3781565049052	37.2196704672209
SUPT7L	32	25	42	30	34	43	12	21	19	42	18	27	42	33	22	27	21.7132226961359	18.4857916650988	29.9664264855141	23.9317427481562	32.3553004103095	30.7382580765361	18.4555561982126	15.6421099852454	15.6853364657815	22.1841839323021	16.0574586166769	24.8470285884625	29.0790143352883	40.9211475991004	29.6799767961631	20.0986220522993
SUPV3L1	23	30	19	20	20	48	15	30	21	32	23	16	40	24	15	37	15.6063788128476	22.1829499981186	13.5562405529707	15.9544951654375	19.0325296531232	34.3124741319473	23.0694452477657	22.3458714074935	17.3364245148111	16.9022353769921	20.517863787976	14.7241650894593	27.6942993669413	29.7608346175275	20.2363478155658	27.5425561457435
SURF1	19	14	13	26	12	22	10	12	11	18	14	11	12	14	7	11	12.8922259758307	10.3520433324554	9.27532248361151	20.7408437150687	11.4195177918739	15.7265506438092	15.3796301651771	8.93834856299739	9.08098426966295	9.50750739955803	12.4891344796376	10.1228634990032	8.30828981008238	17.3604868602244	9.44362898059736	8.18832750278859
SURF2	9	7	7	6	10	5	3	12	6	10	4	5	4	2	7	7	6.10684388328821	5.17602166622768	4.99440441425235	4.78634854963124	9.51626482656161	3.57421605541117	4.61388904955314	8.93834856299739	4.95326414708888	5.28194855531002	3.5683241370393	4.60130159045602	2.76942993669413	2.48006955146063	9.44362898059736	5.21075386541092
SURF4	111	80	87	89	62	90	35	72	80	143	80	84	64	52	36	74	75.3177412272212	59.1545333283163	62.0733120057078	70.9975034861967	59.000841924682	64.3358889974011	53.82870557812	53.6300913779843	66.0435219611851	75.5318643409332	71.366482740786	77.3018667196611	44.310878987106	64.4818083379763	48.5672347573578	55.0851122914869
SURF6	13	10	20	5	8	5	2	10	3	14	6	11	13	6	5	9	8.82099672030519	7.39431666603954	14.2697268978639	3.98862379135937	7.61301186124929	3.57421605541117	3.07592603303543	7.44862380249782	2.47663207354444	7.39472797743402	5.35248620555895	10.1228634990032	9.00064729425591	7.44020865438188	6.74544927185526	6.69954068409976
SUSD1	4	2	5	3	1	1	2	0	4	5	1	2	3	3	1	0	2.71415283701698	1.47886333320791	3.56743172446596	2.39317427481562	0.951626482656161	0.714843211082234	3.07592603303543	0	3.30217609805926	2.64097427765501	0.892081034259825	1.84052063618241	2.07707245252059	3.72010432719094	1.34908985437105	0
SUSD5	11	10	3	7	2	7	4	3	4	13	7	4	4	4	0	6	7.4639203017967	7.39431666603954	2.14045903467958	5.58407330790311	1.90325296531232	5.00390247757564	6.15185206607086	2.23458714074935	3.30217609805926	6.86653312190302	6.24456723981878	3.68104127236481	2.76942993669413	4.96013910292126	0	4.46636045606651
SUV39H1	0	0	0	0	0	1	1	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0.714843211082234	1.53796301651771	1.48972476049956	0	0.528194855531002	0.892081034259825	0	0	0	0	1.48878681868884
SUV39H2	16	15	14	7	10	15	3	20	12	21	11	19	14	8	7	17	10.8566113480679	11.0914749990593	9.9888088285047	5.58407330790311	9.51626482656161	10.7226481662335	4.61388904955314	14.8972476049956	9.90652829417777	11.092091966151	9.81289137685808	17.4849460437329	9.69300477842944	9.92027820584251	9.44362898059736	12.6546879588551
SUV420H1	21	18	16	15	12	12	9	21	14	17	12	17	14	12	5	18	14.2493023943392	13.3097699988712	11.4157815182911	11.9658713740781	11.4195177918739	8.57811853298681	13.8416671486594	15.6421099852454	11.5576163432074	8.97931254402703	10.7049724111179	15.6444254075505	9.69300477842944	14.8804173087638	6.74544927185526	13.3990813681995
SUV420H2	1	0	4	1	1	0	0	1	1	2	3	1	5	0	0	1	0.678538209254245	0	2.85394537957277	0.797724758271873	0.951626482656161	0	0	0.744862380249782	0.825544024514814	1.056389711062	2.67624310277948	0.920260318091203	3.46178742086766	0	0	0.744393409344418
SUZ12	28	26	13	12	9	12	9	14	21	16	10	11	18	16	14	9	18.9990698591189	19.2252233317028	9.27532248361151	9.57269709926248	8.56463834390545	8.57811853298681	13.8416671486594	10.428073323497	17.3364245148111	8.45111768849603	8.92081034259825	10.1228634990032	12.4624347151236	19.840556411685	18.8872579611947	6.69954068409976
SUZ12P1	1	0	0	0	1	3	2	2	0	2	3	1	1	1	2	3	0.678538209254245	0	0	0	0.951626482656161	2.1445296332467	3.07592603303543	1.48972476049956	0	1.056389711062	2.67624310277948	0.920260318091203	0.692357484173531	1.24003477573031	2.6981797087421	2.23318022803325
SV2A	4	3	3	4	3	6	2	6	1	3	6	0	0	0	0	2	2.71415283701698	2.21829499981186	2.14045903467958	3.19089903308749	2.85487944796848	4.28905926649341	3.07592603303543	4.46917428149869	0.825544024514814	1.58458456659301	5.35248620555895	0	0	0	0	1.48878681868884
SV2B	9	10	9	8	4	3	8	14	9	16	8	4	13	6	4	8	6.10684388328821	7.39431666603954	6.42137710403874	6.38179806617498	3.80650593062464	2.1445296332467	12.3037041321417	10.428073323497	7.42989622063333	8.45111768849603	7.1366482740786	3.68104127236481	9.00064729425591	7.44020865438188	5.3963594174842	5.95514727475534
SVEP1	69	39	44	44	33	61	29	56	45	54	42	39	56	28	21	52	46.8191364385429	28.8378349975542	31.3933991753005	35.0998893639624	31.4036739276533	43.6054358760163	44.6009274790137	41.7122932939878	37.1494811031666	28.5225221986741	37.4674034389127	35.8901524055569	38.7720191137178	34.7209737204488	28.3308869417921	38.7084572859097
SVIL	137	130	106	87	93	109	50	111	105	137	91	97	134	68	47	111	92.9597346678316	96.126116658514	75.6295525586784	69.402053969653	88.501262887023	77.9179100079636	76.8981508258857	82.6797242077258	86.6821225740555	72.3626952077472	81.1793741176441	89.2652508548467	92.7759028792532	84.3223647496613	63.4072231554394	82.6276684372304
SVIP	34	34	23	35	24	28	16	25	23	35	27	26	37	15	17	44	23.0702991146443	25.1406766645344	16.4101859325434	27.9203665395156	22.8390355837479	20.0156099103026	24.6074082642834	18.6215595062446	18.9875125638407	18.4868199435851	24.0861879250153	23.9267682703713	25.6172269144207	18.6005216359547	22.9345275243079	32.7533100111544
SVOP	4	2	4	3	2	0	1	3	2	1	1	0	1	1	2	1	2.71415283701698	1.47886333320791	2.85394537957277	2.39317427481562	1.90325296531232	0	1.53796301651771	2.23458714074935	1.65108804902963	0.528194855531002	0.892081034259825	0	0.692357484173531	1.24003477573031	2.6981797087421	0.744393409344418
SWAP70	77	71	72	65	61	74	32	81	71	117	71	66	70	42	37	59	52.2474421125769	52.4996483288807	51.3710168323099	51.8521092876718	58.0492154420258	52.8983976200853	49.2148165285669	60.3338528002324	58.6136257405518	61.7987980971272	63.3377534324476	60.7371809940194	48.4650238921472	52.0814605806732	49.9163246117289	43.9192111513206
SWI5	107	93	125	111	95	122	47	93	75	177	83	84	132	47	42	98	72.6035883902043	68.7671449941677	89.1857931116491	88.5474481681779	90.4045158523353	87.2108717520326	72.2842617763326	69.2722013632298	61.915801838611	93.4904894289873	74.0427258435655	77.3018667196611	91.3911879109061	58.2816344593247	56.6617738835842	72.9505541157529
SWSAP1	4	8	4	5	2	4	1	3	5	5	7	2	5	2	3	3	2.71415283701698	5.91545333283163	2.85394537957277	3.98862379135937	1.90325296531232	2.85937284432894	1.53796301651771	2.23458714074935	4.12772012257407	2.64097427765501	6.24456723981878	1.84052063618241	3.46178742086766	2.48006955146063	4.04726956311315	2.23318022803325
SWT1	7	7	4	3	3	3	2	8	5	9	5	3	8	0	1	15	4.74976746477972	5.17602166622768	2.85394537957277	2.39317427481562	2.85487944796848	2.1445296332467	3.07592603303543	5.95889904199826	4.12772012257407	4.75375369977902	4.46040517129913	2.76078095427361	5.53885987338825	0	1.34908985437105	11.1659011401663
SYAP1	93	67	76	55	51	51	27	58	62	94	66	55	73	31	39	69	63.1040534606448	49.5419216624649	54.2249622118827	43.874861704953	48.5329506154642	36.457003765194	41.5250014459783	43.2020180544874	51.1837295199185	49.6503164199142	58.8773482611485	50.6143174950162	50.5420963446678	38.4410780476397	52.614504320471	51.3631452447648
SYBU	3	5	10	4	7	8	6	3	5	5	5	2	3	7	7	7	2.03561462776274	3.69715833301977	7.13486344893193	3.19089903308749	6.66138537859313	5.71874568865788	9.22777809910629	2.23458714074935	4.12772012257407	2.64097427765501	4.46040517129913	1.84052063618241	2.07707245252059	8.6802434301122	9.44362898059736	5.21075386541092
SYCE1	4	3	2	1	4	5	2	5	5	2	4	3	5	5	3	6	2.71415283701698	2.21829499981186	1.42697268978639	0.797724758271873	3.80650593062464	3.57421605541117	3.07592603303543	3.72431190124891	4.12772012257407	1.056389711062	3.5683241370393	2.76078095427361	3.46178742086766	6.20017387865157	4.04726956311315	4.46636045606651
SYCP2	1	4	0	2	0	1	0	1	2	1	1	0	0	0	0	0	0.678538209254245	2.95772666641581	0	1.59544951654375	0	0.714843211082234	0	0.744862380249782	1.65108804902963	0.528194855531002	0.892081034259825	0	0	0	0	0
SYCP3	3	2	0	4	1	0	0	2	1	1	2	0	1	2	1	0	2.03561462776274	1.47886333320791	0	3.19089903308749	0.951626482656161	0	0	1.48972476049956	0.825544024514814	0.528194855531002	1.78416206851965	0	0.692357484173531	2.48006955146063	1.34908985437105	0
SYDE1	7	4	5	5	6	6	4	2	5	9	3	4	5	4	2	10	4.74976746477972	2.95772666641581	3.56743172446596	3.98862379135937	5.70975889593697	4.28905926649341	6.15185206607086	1.48972476049956	4.12772012257407	4.75375369977902	2.67624310277948	3.68104127236481	3.46178742086766	4.96013910292126	2.6981797087421	7.44393409344418
SYDE2	15	17	12	10	6	9	4	8	6	14	7	6	12	3	10	7	10.1780731388137	12.5703383322672	8.56183613871831	7.97724758271873	5.70975889593697	6.43358889974011	6.15185206607086	5.95889904199826	4.95326414708888	7.39472797743402	6.24456723981878	5.52156190854722	8.30828981008238	3.72010432719094	13.4908985437105	5.21075386541092
SYF2	96	91	94	65	82	109	36	98	92	111	79	60	130	51	53	75	65.1396680884075	67.2882816609598	67.0677164199601	51.8521092876718	78.0333715778052	77.9179100079636	55.3666685946377	72.9965132644787	75.9500502553629	58.6296289639412	70.4744017065262	55.2156190854722	90.0064729425591	63.241773562246	71.5017622816657	55.8295057008313
SYK	5	2	0	1	4	1	1	3	4	5	6	4	3	0	5	4	3.39269104627123	1.47886333320791	0	0.797724758271873	3.80650593062464	0.714843211082234	1.53796301651771	2.23458714074935	3.30217609805926	2.64097427765501	5.35248620555895	3.68104127236481	2.07707245252059	0	6.74544927185526	2.97757363737767
SYMPK	1	1	0	3	1	4	0	1	2	0	0	2	4	0	0	1	0.678538209254245	0.739431666603954	0	2.39317427481562	0.951626482656161	2.85937284432894	0	0.744862380249782	1.65108804902963	0	0	1.84052063618241	2.76942993669413	0	0	0.744393409344418
SYNC	2	2	2	2	1	2	0	0	2	1	1	0	2	2	2	1	1.35707641850849	1.47886333320791	1.42697268978639	1.59544951654375	0.951626482656161	1.42968642216447	0	0	1.65108804902963	0.528194855531002	0.892081034259825	0	1.38471496834706	2.48006955146063	2.6981797087421	0.744393409344418
SYNCRIP	237	191	199	177	135	209	95	208	203	347	150	167	185	99	112	180	160.813555593256	141.231448321355	141.983782633745	141.197282214122	128.469575158582	149.402231116187	146.106486569183	154.931375091955	167.585436976507	183.283614869258	133.812155138974	153.683473121231	128.086134572103	122.763442797301	151.098063689558	133.990813681995
SYNDIG1	0	2	2	0	0	0	0	1	0	0	1	0	0	0	1	2	0	1.47886333320791	1.42697268978639	0	0	0	0	0.744862380249782	0	0	0.892081034259825	0	0	0	1.34908985437105	1.48878681868884
SYNE1	179	141	179	173	92	205	109	173	141	212	101	118	147	106	86	150	121.45833945651	104.259864991157	127.714055735882	138.006383181034	87.5496364043668	146.542858271858	167.637968800431	128.861191783212	116.401707456589	111.977309372572	90.1001844602423	108.590717534762	101.776550173509	131.443686227413	116.02172747591	111.659011401663
SYNE2	23	22	22	17	8	17	13	19	20	13	20	27	13	7	15	16	15.6063788128476	16.267496665287	15.6966995876502	13.5613208906218	7.61301186124929	12.152334588398	19.9935192147303	14.1523852247459	16.5108804902963	6.86653312190302	17.8416206851965	24.8470285884625	9.00064729425591	8.6802434301122	20.2363478155658	11.9102945495107
SYNGR1	6	9	13	6	9	14	5	12	6	6	11	11	13	4	1	8	4.07122925552547	6.65488499943558	9.27532248361151	4.78634854963124	8.56463834390545	10.0078049551513	7.68981508258857	8.93834856299739	4.95326414708888	3.16916913318601	9.81289137685808	10.1228634990032	9.00064729425591	4.96013910292126	1.34908985437105	5.95514727475534
SYNGR2	17	11	8	4	10	7	3	9	10	22	9	6	9	6	6	14	11.5351495573222	8.13374833264349	5.70789075914554	3.19089903308749	9.51626482656161	5.00390247757564	4.61388904955314	6.70376142224804	8.25544024514814	11.620286821682	8.02872930833843	5.52156190854722	6.23121735756178	7.44020865438188	8.09453912622631	10.4215077308218
SYNGR3	2	0	1	0	0	2	0	0	1	1	2	3	1	2	1	1	1.35707641850849	0	0.713486344893193	0	0	1.42968642216447	0	0	0.825544024514814	0.528194855531002	1.78416206851965	2.76078095427361	0.692357484173531	2.48006955146063	1.34908985437105	0.744393409344418
SYNJ1	8	6	6	2	6	1	4	7	5	10	1	4	1	4	0	4	5.42830567403396	4.43658999962372	4.28091806935916	1.59544951654375	5.70975889593697	0.714843211082234	6.15185206607086	5.21403666174848	4.12772012257407	5.28194855531002	0.892081034259825	3.68104127236481	0.692357484173531	4.96013910292126	0	2.97757363737767
SYNJ2	28	30	18	18	23	23	9	24	29	31	20	10	21	17	9	16	18.9990698591189	22.1829499981186	12.8427542080775	14.3590456488937	21.8874091010917	16.4413938548914	13.8416671486594	17.8766971259948	23.9407767109296	16.3740405214611	17.8416206851965	9.20260318091203	14.5395071676442	21.0805911874153	12.1418086893395	11.9102945495107
SYNJ2-IT1	1	1	0	2	0	1	1	0	1	0	0	1	4	1	2	2	0.678538209254245	0.739431666603954	0	1.59544951654375	0	0.714843211082234	1.53796301651771	0	0.825544024514814	0	0	0.920260318091203	2.76942993669413	1.24003477573031	2.6981797087421	1.48878681868884
SYNJ2BP	101	84	99	93	65	77	43	85	74	147	58	64	83	39	43	78	68.5323591346788	62.1122599947321	70.6351481444261	74.1884025192842	61.8557213726505	55.0429272533321	66.1324097102617	63.3133023212315	61.0902578140962	77.6446437630572	51.7406999870699	58.896660357837	57.4656711864031	48.3613562534822	58.0108637379552	58.0626859288646
SYNM	76	49	50	29	26	53	21	48	51	63	32	29	25	25	16	28	51.5689039033226	36.2321516635937	35.6743172446596	23.1340179898843	24.7422885490602	37.8866901873584	32.297223346872	35.7533942519895	42.1027452502555	33.2762758984531	28.5465930963144	26.6875492246449	17.3089371043383	31.0008693932578	21.5854376699368	20.8430154616437
SYNPO	327	295	251	249	173	210	136	287	251	456	216	175	243	131	90	256	221.881994426138	218.132341648166	179.085072568191	198.633464809696	164.631381499516	150.117074327269	209.162970246409	213.775503131688	207.211550153218	240.856854122137	192.689503400122	161.045555665961	168.242868654168	162.444555620671	121.418086893395	190.564712792171
SYNPO2	51	43	35	44	35	38	17	36	32	45	35	35	35	16	23	33	34.6054486719665	31.79556166397	24.9720220712618	35.0998893639624	33.3069268929656	27.1640420211249	26.1453712808012	26.8150456889922	26.417408784474	23.7687684988951	31.2228361990939	32.2091111331921	24.2325119460736	19.840556411685	31.0290666505342	24.5649825083658
SYNPO2L	5	1	2	1	1	1	3	2	3	2	1	1	2	1	2	1	3.39269104627123	0.739431666603954	1.42697268978639	0.797724758271873	0.951626482656161	0.714843211082234	4.61388904955314	1.48972476049956	2.47663207354444	1.056389711062	0.892081034259825	0.920260318091203	1.38471496834706	1.24003477573031	2.6981797087421	0.744393409344418
SYNRG	36	30	29	30	27	29	16	40	27	42	33	34	32	17	18	41	24.4273755331528	22.1829499981186	20.6911040019026	23.9317427481562	25.6939150317164	20.7304531213848	24.6074082642834	29.7944952099913	22.2896886619	22.1841839323021	29.4386741305742	31.2888508151009	22.155439493553	21.0805911874153	24.2836173786789	30.5201297831211
SYPL1	202	167	191	184	148	204	81	171	163	249	123	137	245	99	124	178	137.064718269358	123.48508832286	136.2758918746	146.781355522025	140.840719433112	145.828015060776	124.575004337935	127.371467022713	134.563675995915	131.520519027219	109.725967213958	126.075663578495	169.627583622515	122.763442797301	167.28714194201	132.502026863306
SYS1	66	59	68	60	45	71	25	54	66	81	42	54	89	46	33	69	44.7835218107802	43.6264683296333	48.5170714527371	47.8634854963124	42.8231917195273	50.7538679868386	38.4490754129429	40.2225685334882	54.4859056179777	42.7837832980111	37.4674034389127	49.694057176925	61.6198160914443	57.0415996835944	44.5199651942447	51.3631452447648
SYT1	25	15	19	10	11	10	5	14	15	24	8	12	11	6	8	18	16.9634552313561	11.0914749990593	13.5562405529707	7.97724758271873	10.4678913092178	7.14843211082234	7.68981508258857	10.428073323497	12.3831603677222	12.676676532744	7.1366482740786	11.0431238170944	7.61593232590885	7.44020865438188	10.7927188349684	13.3990813681995
SYT11	38	33	39	40	24	44	19	38	36	48	23	29	33	19	20	36	25.7844519516613	24.4012449979305	27.8259674508345	31.9089903308749	22.8390355837479	31.4531012876183	29.2212973138366	28.3047704494917	29.7195848825333	25.3533530654881	20.517863787976	26.6875492246449	22.8477969777265	23.560660738876	26.981797087421	26.798162736399
SYT12	6	6	3	4	3	2	2	8	5	11	6	5	4	1	1	6	4.07122925552547	4.43658999962372	2.14045903467958	3.19089903308749	2.85487944796848	1.42968642216447	3.07592603303543	5.95889904199826	4.12772012257407	5.81014341084102	5.35248620555895	4.60130159045602	2.76942993669413	1.24003477573031	1.34908985437105	4.46636045606651
SYT13	6	5	2	3	1	0	0	7	4	5	8	3	3	0	2	4	4.07122925552547	3.69715833301977	1.42697268978639	2.39317427481562	0.951626482656161	0	0	5.21403666174848	3.30217609805926	2.64097427765501	7.1366482740786	2.76078095427361	2.07707245252059	0	2.6981797087421	2.97757363737767
SYT14	2	3	4	0	2	3	0	0	3	5	1	2	4	4	1	3	1.35707641850849	2.21829499981186	2.85394537957277	0	1.90325296531232	2.1445296332467	0	0	2.47663207354444	2.64097427765501	0.892081034259825	1.84052063618241	2.76942993669413	4.96013910292126	1.34908985437105	2.23318022803325
SYT15	20	23	19	23	15	21	12	21	21	23	16	18	18	9	10	17	13.5707641850849	17.0069283318909	13.5562405529707	18.3476694402531	14.2743972398424	15.0117074327269	18.4555561982126	15.6421099852454	17.3364245148111	12.148481677213	14.2732965481572	16.5646857256417	12.4624347151236	11.1603129815728	13.4908985437105	12.6546879588551
