Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	DOM.A.4.13.1.B7.Norm	DOM.A.4.14.1.B8.Norm	DOM.A.5.11.1.C7.Norm
KDM5C	10	3	6	8	8	10	3	8	12	10	6	5	5	4	6	6	6.82382340853105	2.2169174575107	4.28406072375367	6.51056265566748	7.76800149395255	7.16846448267843	4.70567535445131	5.99491428729474	10.0337933676769	5.28923593582172	5.42106698811041	4.68136824435187	3.38739960966384	3.6085526655545	5.22508734706769	5.18458623578722
KDM5D	11	7	13	10	11	6	4	5	6	12	12	6	7	11	3	11	7.50620574938416	5.1728074008583	9.28213156813295	8.13820331958435	10.6810020541848	4.30107868960706	6.27423380593509	3.74682142955921	5.01689668383845	6.34708312298607	10.8421339762208	5.61764189322224	4.74235945352937	9.92351983027487	2.61254367353384	9.5050747656099
KDM6A	7	2	5	9	4	4	3	6	3	6	3	4	0	0	3	4	4.77667638597174	1.4779449716738	3.57005060312806	7.32438298762591	3.88400074697628	2.86738579307137	4.70567535445131	4.49618571547105	2.50844834191922	3.17354156149303	2.7105334940552	3.7450945954815	0	0	2.61254367353384	3.45639082385815
KDM6B	4	0	5	2	2	3	4	6	5	3	4	4	6	3	6	10	2.72952936341242	0	3.57005060312806	1.62764066391687	1.94200037348814	2.15053934480353	6.27423380593509	4.49618571547105	4.18074723653204	1.58677078074652	3.61404465874027	3.7450945954815	4.06487953159661	2.70641449916587	5.22508734706769	8.64097705964536
KDM8	1	2	3	1	0	3	1	2	2	0	1	0	4	0	0	1	0.682382340853105	1.4779449716738	2.14203036187683	0.813820331958435	0	2.15053934480353	1.56855845148377	1.49872857182368	1.67229889461282	0	0.903511164685068	0	2.70991968773107	0	0	0.864097705964536
KDSR	36	51	35	31	33	45	25	53	43	73	47	26	43	42	34	34	24.5657642707118	37.6875967776819	24.9903542218964	25.2284302907115	32.0430061625543	32.2580901720529	39.2139612870943	39.7163071533276	35.9544262341755	38.6114223314986	42.4650247401982	24.3431148706297	29.131636643109	37.8898029883222	29.6088283000502	29.3793220027942
KEAP1	7	11	5	10	12	7	4	11	11	13	12	9	13	6	6	8	4.77667638597174	8.1286973442059	3.57005060312806	8.13820331958435	11.6520022409288	5.0179251378749	6.27423380593509	8.24300714503026	9.19764392037048	6.87600671656824	10.8421339762208	8.42646283983337	8.80723898512598	5.41282899833175	5.22508734706769	6.91278164771629
KGFLP1	2	5	5	2	5	5	1	1	3	4	0	2	4	1	4	0	1.36476468170621	3.6948624291845	3.57005060312806	1.62764066391687	4.85500093372035	3.58423224133922	1.56855845148377	0.749364285911842	2.50844834191922	2.11569437432869	0	1.87254729774075	2.70991968773107	0.902138166388624	3.48339156471179	0
KGFLP2	10	8	6	6	3	8	4	8	6	4	4	4	7	9	4	6	6.82382340853105	5.9117798866952	4.28406072375367	4.88292199175061	2.91300056023221	5.73477158614274	6.27423380593509	5.99491428729474	5.01689668383845	2.11569437432869	3.61404465874027	3.7450945954815	4.74235945352937	8.11924349749762	3.48339156471179	5.18458623578722
KHDC1	2	3	5	6	3	5	1	6	7	6	1	8	6	0	6	5	1.36476468170621	2.2169174575107	3.57005060312806	4.88292199175061	2.91300056023221	3.58423224133922	1.56855845148377	4.49618571547105	5.85304613114485	3.17354156149303	0.903511164685068	7.49018919096299	4.06487953159661	0	5.22508734706769	4.32048852982268
KHDRBS1	58	54	53	42	33	46	30	54	38	74	29	35	38	42	42	54	39.5781757694801	39.9045142351926	37.8425363931574	34.1804539422543	32.0430061625543	32.9749366203208	47.0567535445131	40.4656714392395	31.7736789976435	39.1403459250808	26.201823775867	32.7695777104631	25.7442370334452	37.8898029883222	36.5756114294738	46.661276122085
KHDRBS3	6	4	3	3	3	5	3	9	8	10	1	6	8	2	5	7	4.09429404511863	2.9558899433476	2.14203036187683	2.4414609958753	2.91300056023221	3.58423224133922	4.70567535445131	6.74427857320658	6.68919557845126	5.28923593582172	0.903511164685068	5.61764189322224	5.41983937546214	1.80427633277725	4.35423945588974	6.04868394175175
KHNYN	8	5	5	11	7	12	3	5	13	11	7	7	7	4	5	1	5.45905872682484	3.6948624291845	3.57005060312806	8.95202365154278	6.79700130720848	8.60215737921412	4.70567535445131	3.74682142955921	10.8699428149833	5.8181595294039	6.32457815279547	6.55391554209262	4.74235945352937	3.6085526655545	4.35423945588974	0.864097705964536
KHSRP	7	7	8	1	3	7	2	8	9	8	4	4	5	8	7	6	4.77667638597174	5.1728074008583	5.71208096500489	0.813820331958435	2.91300056023221	5.0179251378749	3.13711690296754	5.99491428729474	7.52534502575767	4.23138874865738	3.61404465874027	3.7450945954815	3.38739960966384	7.21710533110899	6.09593523824564	5.18458623578722
KIAA0020	178	136	136	106	83	138	66	122	123	195	88	100	132	117	134	90	121.464056671853	100.500258073818	97.1053764050831	86.2649551875941	80.5930154997577	98.9248098609623	103.524857797929	91.4224428812447	102.846382018688	103.140100748524	79.508982492286	93.6273648870374	89.4273496951253	105.550165467469	116.693617417845	77.7687935368083
KIAA0040	4	2	12	9	7	8	4	5	1	12	8	8	5	8	5	7	2.72952936341242	1.4779449716738	8.56812144750734	7.32438298762591	6.79700130720848	5.73477158614274	6.27423380593509	3.74682142955921	0.836149447306408	6.34708312298607	7.22808931748054	7.49018919096299	3.38739960966384	7.21710533110899	4.35423945588974	6.04868394175175
KIAA0087	6	4	1	4	2	4	2	6	3	7	4	2	4	5	3	4	4.09429404511863	2.9558899433476	0.714010120625611	3.25528132783374	1.94200037348814	2.86738579307137	3.13711690296754	4.49618571547105	2.50844834191922	3.70246515507521	3.61404465874027	1.87254729774075	2.70991968773107	4.51069083194312	2.61254367353384	3.45639082385815
KIAA0100	42	45	40	45	25	38	14	28	29	51	40	46	36	31	33	43	28.6600583158304	33.2537618626605	28.5604048250245	36.6219149381296	24.2750046686017	27.240165034178	21.9598183207728	20.9822000055316	24.2483339718858	26.9751032726908	36.1404465874027	43.0685878480372	24.3892771895796	27.9662831580474	28.7379804088723	37.1562013564751
KIAA0101	12	9	9	8	3	7	5	10	16	22	8	11	10	8	6	5	8.18858809023726	6.6507523725321	6.4260910856305	6.51056265566748	2.91300056023221	5.0179251378749	7.84279225741886	7.49364285911842	13.3783911569025	11.6363190588078	7.22808931748054	10.2990101375741	6.77479921932768	7.21710533110899	5.22508734706769	4.32048852982268
KIAA0141	28	34	16	13	20	30	9	19	21	31	23	15	28	22	20	14	19.1067055438869	25.1250645184546	11.4241619300098	10.5796643154597	19.4200037348814	21.5053934480353	14.1170260633539	14.237921432325	17.5591383934346	16.3966314010473	20.7807567877566	14.0441047330556	18.9694378141175	19.8470396605497	17.416957823559	12.0973678835035
KIAA0195	3	0	4	1	0	1	2	1	3	2	1	2	2	0	2	2	2.04714702255932	0	2.85604048250245	0.813820331958435	0	0.716846448267843	3.13711690296754	0.749364285911842	2.50844834191922	1.05784718716434	0.903511164685068	1.87254729774075	1.35495984386554	0	1.7416957823559	1.72819541192907
KIAA0196	14	20	23	19	18	38	15	18	21	29	14	13	28	17	26	18	9.55335277194347	14.779449716738	16.4222327743891	15.4625863072103	17.4780033613932	27.240165034178	23.5283767722566	13.4885571464132	17.5591383934346	15.338784213883	12.6491563055909	12.1715574353149	18.9694378141175	15.3363488286066	22.6420451706267	15.5537587073617
KIAA0226	9	9	8	8	8	8	13	13	12	15	12	8	9	8	9	12	6.14144106767795	6.6507523725321	5.71208096500489	6.51056265566748	7.76800149395255	5.73477158614274	20.391259869289	9.74173571685394	10.0337933676769	7.93385390373258	10.8421339762208	7.49018919096299	6.09731929739491	7.21710533110899	7.83763102060153	10.3691724715744
KIAA0232	34	26	50	30	16	34	14	23	30	32	25	26	25	19	24	27	23.2009995890056	19.2132846317594	35.7005060312806	24.414609958753	15.5360029879051	24.3727792411067	21.9598183207728	17.2353785759724	25.0844834191922	16.9255549946295	22.5877791171267	24.3431148706297	16.9369980483192	17.1406251613839	20.9003493882708	23.3306380610425
KIAA0247	32	23	22	21	16	29	6	36	26	29	26	16	34	16	22	21	21.8362349072994	16.9963671742487	15.7082226537635	17.0902269711271	15.5360029879051	20.7885469997674	9.41135070890263	26.9771142928263	21.7398856299666	15.338784213883	23.4912902818118	14.980378381926	23.0343173457141	14.434210662218	19.1586536059149	18.1460518252553
KIAA0319L	18	17	17	17	16	11	10	17	21	32	11	17	21	20	10	14	12.2828821353559	12.5625322592273	12.1381720506354	13.8349456432934	15.5360029879051	7.88531093094627	15.6855845148377	12.7391928605013	17.5591383934346	16.9255549946295	9.93862281153575	15.9166520307964	14.2270783605881	18.0427633277725	8.70847891177948	12.0973678835035
KIAA0355	33	18	20	21	12	21	7	28	22	25	27	19	26	21	16	17	22.5186172481525	13.3015047450642	14.2802024125122	17.0902269711271	11.6520022409288	15.0537754136247	10.9799091603864	20.9822000055316	18.395287840741	13.2230898395543	24.3948014464968	17.7891993285371	17.614477970252	18.9449014941611	13.9335662588472	14.6896610013971
KIAA0368	60	41	44	45	33	43	30	47	43	57	53	35	45	53	36	42	40.9429404511863	30.2978719193129	31.4164453075269	36.6219149381296	32.0430061625543	30.8243972755173	47.0567535445131	35.2201214378566	35.9544262341755	30.1486448341838	47.8860917283086	32.7695777104631	30.4865964869745	47.8133228185971	31.3505240824061	36.2921036505105
KIAA0391	35	29	32	27	27	28	21	16	28	39	22	20	33	16	25	30	23.8833819298587	21.4302020892701	22.8483238600196	21.9731489628777	26.2170050420899	20.0717005514996	32.9397274811592	11.9898285745895	23.4121845245794	20.6280201497047	19.8772456230715	18.7254729774075	22.3568374237813	14.434210662218	21.7711972794487	25.9229311789361
KIAA0408	4	5	1	3	1	0	1	4	5	11	4	2	0	6	3	3	2.72952936341242	3.6948624291845	0.714010120625611	2.4414609958753	0.971000186744069	0	1.56855845148377	2.99745714364737	4.18074723653204	5.8181595294039	3.61404465874027	1.87254729774075	0	5.41282899833175	2.61254367353384	2.59229311789361
KIAA0430	22	25	27	26	17	24	14	22	31	34	22	17	18	23	28	17	15.0124114987683	18.4743121459225	19.2782732568915	21.1593286309193	16.5070031746492	17.2043147584282	21.9598183207728	16.4860142900605	25.9206328664986	17.9834021817939	19.8772456230715	15.9166520307964	12.1946385947898	20.7491778269384	24.3837409529825	14.6896610013971
KIAA0513	7	10	3	7	4	9	3	9	7	13	9	12	8	7	5	5	4.77667638597174	7.389724858369	2.14203036187683	5.69674232370904	3.88400074697628	6.45161803441059	4.70567535445131	6.74427857320658	5.85304613114485	6.87600671656824	8.13160048216561	11.2352837864445	5.41983937546214	6.31496716472037	4.35423945588974	4.32048852982268
KIAA0556	9	2	1	5	2	7	1	3	8	4	8	5	4	5	6	4	6.14144106767795	1.4779449716738	0.714010120625611	4.06910165979217	1.94200037348814	5.0179251378749	1.56855845148377	2.24809285773553	6.68919557845126	2.11569437432869	7.22808931748054	4.68136824435187	2.70991968773107	4.51069083194312	5.22508734706769	3.45639082385815
KIAA0586	21	14	19	11	17	17	8	14	13	25	18	16	18	24	16	14	14.3300291579152	10.3456148017166	13.5661922918866	8.95202365154278	16.5070031746492	12.1863896205533	12.5484676118702	10.4911000027658	10.8699428149833	13.2230898395543	16.2632009643312	14.980378381926	12.1946385947898	21.651315993327	13.9335662588472	12.0973678835035
KIAA0753	14	10	6	2	9	10	5	12	10	8	7	12	10	5	11	3	9.55335277194347	7.389724858369	4.28406072375367	1.62764066391687	8.73900168069662	7.16846448267843	7.84279225741886	8.9923714309421	8.36149447306408	4.23138874865738	6.32457815279547	11.2352837864445	6.77479921932768	4.51069083194312	9.57932680295743	2.59229311789361
KIAA0754	10	9	9	6	2	6	8	11	9	14	3	4	9	9	3	10	6.82382340853105	6.6507523725321	6.4260910856305	4.88292199175061	1.94200037348814	4.30107868960706	12.5484676118702	8.24300714503026	7.52534502575767	7.40493031015041	2.7105334940552	3.7450945954815	6.09731929739491	8.11924349749762	2.61254367353384	8.64097705964536
KIAA0825	19	15	24	19	9	17	15	16	16	24	14	19	11	11	9	18	12.965264476209	11.0845872875535	17.1362428950147	15.4625863072103	8.73900168069662	12.1863896205533	23.5283767722566	11.9898285745895	13.3783911569025	12.6941662459721	12.6491563055909	17.7891993285371	7.45227914126044	9.92351983027487	7.83763102060153	15.5537587073617
KIAA0895	1	1	1	0	1	1	0	1	0	1	2	1	4	0	2	0	0.682382340853105	0.7389724858369	0.714010120625611	0	0.971000186744069	0.716846448267843	0	0.749364285911842	0	0.528923593582172	1.80702232937014	0.936273648870374	2.70991968773107	0	1.7416957823559	0
KIAA0895L	5	0	1	1	2	2	0	0	5	1	1	0	2	2	0	0	3.41191170426553	0	0.714010120625611	0.813820331958435	1.94200037348814	1.43369289653569	0	0	4.18074723653204	0.528923593582172	0.903511164685068	0	1.35495984386554	1.80427633277725	0	0
KIAA0907	9	8	3	6	10	6	3	4	5	15	5	7	5	3	4	7	6.14144106767795	5.9117798866952	2.14203036187683	4.88292199175061	9.71000186744069	4.30107868960706	4.70567535445131	2.99745714364737	4.18074723653204	7.93385390373258	4.51755582342534	6.55391554209262	3.38739960966384	2.70641449916587	3.48339156471179	6.04868394175175
KIAA0922	4	8	1	8	1	5	0	1	2	1	1	3	5	7	2	3	2.72952936341242	5.9117798866952	0.714010120625611	6.51056265566748	0.971000186744069	3.58423224133922	0	0.749364285911842	1.67229889461282	0.528923593582172	0.903511164685068	2.80882094661112	3.38739960966384	6.31496716472037	1.7416957823559	2.59229311789361
KIAA0930	13	15	10	10	3	15	7	9	9	11	11	3	8	10	3	5	8.87097043109037	11.0845872875535	7.14010120625611	8.13820331958435	2.91300056023221	10.7526967240176	10.9799091603864	6.74427857320658	7.52534502575767	5.8181595294039	9.93862281153575	2.80882094661112	5.41983937546214	9.02138166388624	2.61254367353384	4.32048852982268
KIAA0947	32	25	15	16	13	25	15	26	27	28	16	21	20	31	24	10	21.8362349072994	18.4743121459225	10.7101518093842	13.021125311335	12.6230024276729	17.9211612066961	23.5283767722566	19.4834714337079	22.576035077273	14.8098606203008	14.4561786349611	19.6617466262779	13.5495984386554	27.9662831580474	20.9003493882708	8.64097705964536
KIAA1009	22	23	22	14	7	11	6	25	14	22	7	17	16	16	10	16	15.0124114987683	16.9963671742487	15.7082226537635	11.3934846474181	6.79700130720848	7.88531093094627	9.41135070890263	18.734107147796	11.7060922622897	11.6363190588078	6.32457815279547	15.9166520307964	10.8396787509243	14.434210662218	8.70847891177948	13.8255632954326
KIAA1033	66	62	42	52	45	58	19	63	43	79	31	40	55	56	42	61	45.0372344963049	45.8162941218878	29.9884250662757	42.3186572618386	43.6950084034831	41.5770939995349	29.8026105781917	47.209950012446	35.9544262341755	41.7849638929916	28.0088461052371	37.450945954815	37.2613957063022	50.519737317763	36.5756114294738	52.7099600638367
KIAA1107	5	0	1	2	4	5	2	5	8	7	5	3	2	3	2	6	3.41191170426553	0	0.714010120625611	1.62764066391687	3.88400074697628	3.58423224133922	3.13711690296754	3.74682142955921	6.68919557845126	3.70246515507521	4.51755582342534	2.80882094661112	1.35495984386554	2.70641449916587	1.7416957823559	5.18458623578722
KIAA1109	38	44	34	41	29	26	12	35	24	53	25	30	25	39	35	28	25.930528952418	32.5147893768236	24.2763441012708	33.3666336102958	28.159005415578	18.6380076549639	18.8227014178053	26.2277500069145	20.0675867353538	28.0329504598551	22.5877791171267	28.0882094661112	16.9369980483192	35.1833884891563	30.4796761912282	24.194735767007
KIAA1143	84	72	75	76	39	61	29	64	64	95	59	60	75	44	69	59	57.3201166316608	53.2060189802568	53.5507590469209	61.850345228841	37.8690072830187	43.7276333443384	45.4881950930294	47.9593142983579	53.5135646276101	50.2477413903064	53.307158716419	56.1764189322224	50.8109941449576	39.6940793210995	60.0885044912784	50.9817646519076
KIAA1147	5	4	5	7	3	1	3	7	3	11	6	4	6	4	8	7	3.41191170426553	2.9558899433476	3.57005060312806	5.69674232370904	2.91300056023221	0.716846448267843	4.70567535445131	5.24555000138289	2.50844834191922	5.8181595294039	5.42106698811041	3.7450945954815	4.06487953159661	3.6085526655545	6.96678312942359	6.04868394175175
KIAA1161	2	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	1.36476468170621	0	0.714010120625611	0	0	0	1.56855845148377	0	0	1.05784718716434	0	0	0	0	0.870847891177948	0
KIAA1191	209	199	193	186	163	208	91	194	201	293	131	183	213	158	195	147	142.617909238299	147.055524681543	137.803953280743	151.370581744269	158.273030439283	149.104061239711	142.738819085023	145.376671466897	168.066038908588	154.974612919576	118.359962573744	171.338077743278	144.30322337168	142.537830289403	169.8153387797	127.022362776787
KIAA1199	425	400	368	407	263	304	192	412	399	636	380	363	400	322	306	346	290.01249486257	295.58899433476	262.755724390225	331.224875107083	255.37304911369	217.921320273424	301.163222684884	308.738085795679	333.623629475257	336.395405518262	343.334242580326	339.867334539946	270.991968773107	290.488489577137	266.479454700452	298.97780626373
KIAA1210	6	3	3	4	1	3	0	1	5	8	4	2	3	2	1	1	4.09429404511863	2.2169174575107	2.14203036187683	3.25528132783374	0.971000186744069	2.15053934480353	0	0.749364285911842	4.18074723653204	4.23138874865738	3.61404465874027	1.87254729774075	2.0324397657983	1.80427633277725	0.870847891177948	0.864097705964536
KIAA1211	12	10	9	10	10	12	8	14	14	12	9	14	15	12	4	10	8.18858809023726	7.389724858369	6.4260910856305	8.13820331958435	9.71000186744069	8.60215737921412	12.5484676118702	10.4911000027658	11.7060922622897	6.34708312298607	8.13160048216561	13.1078310841852	10.1621988289915	10.8256579966635	3.48339156471179	8.64097705964536
KIAA1217	6	5	8	0	2	2	1	4	10	9	3	2	4	2	1	9	4.09429404511863	3.6948624291845	5.71208096500489	0	1.94200037348814	1.43369289653569	1.56855845148377	2.99745714364737	8.36149447306408	4.76031234223955	2.7105334940552	1.87254729774075	2.70991968773107	1.80427633277725	0.870847891177948	7.77687935368083
KIAA1244	0	5	0	4	3	10	1	6	4	9	3	3	5	7	5	3	0	3.6948624291845	0	3.25528132783374	2.91300056023221	7.16846448267843	1.56855845148377	4.49618571547105	3.34459778922563	4.76031234223955	2.7105334940552	2.80882094661112	3.38739960966384	6.31496716472037	4.35423945588974	2.59229311789361
KIAA1279	25	29	19	21	20	17	15	16	14	32	16	13	18	27	22	22	17.0595585213276	21.4302020892701	13.5661922918866	17.0902269711271	19.4200037348814	12.1863896205533	23.5283767722566	11.9898285745895	11.7060922622897	16.9255549946295	14.4561786349611	12.1715574353149	12.1946385947898	24.3577304924929	19.1586536059149	19.0101495312198
KIAA1324	48	49	16	22	23	31	20	44	32	68	41	28	40	28	33	26	32.754352360949	36.2096518060081	11.4241619300098	17.9040473030856	22.3330042951136	22.2222398963031	31.3711690296754	32.972028580121	26.756782313805	35.9668043635877	37.0439577520878	26.2156621683705	27.0991968773107	25.2598686588815	28.7379804088723	22.4665403550779
KIAA1324L	28	18	14	10	8	17	5	7	9	23	10	5	14	12	15	15	19.1067055438869	13.3015047450642	9.99614168875856	8.13820331958435	7.76800149395255	12.1863896205533	7.84279225741886	5.24555000138289	7.52534502575767	12.16524265239	9.03511164685068	4.68136824435187	9.48471890705875	10.8256579966635	13.0627183676692	12.961465589468
KIAA1328	6	6	6	9	5	6	2	5	3	7	3	5	8	2	5	1	4.09429404511863	4.4338349150214	4.28406072375367	7.32438298762591	4.85500093372035	4.30107868960706	3.13711690296754	3.74682142955921	2.50844834191922	3.70246515507521	2.7105334940552	4.68136824435187	5.41983937546214	1.80427633277725	4.35423945588974	0.864097705964536
KIAA1377	22	14	14	10	3	30	6	20	24	29	12	13	15	14	15	16	15.0124114987683	10.3456148017166	9.99614168875856	8.13820331958435	2.91300056023221	21.5053934480353	9.41135070890263	14.9872857182368	20.0675867353538	15.338784213883	10.8421339762208	12.1715574353149	10.1621988289915	12.6299343294407	13.0627183676692	13.8255632954326
KIAA1407	4	7	4	5	5	11	4	11	13	10	5	8	9	5	9	5	2.72952936341242	5.1728074008583	2.85604048250245	4.06910165979217	4.85500093372035	7.88531093094627	6.27423380593509	8.24300714503026	10.8699428149833	5.28923593582172	4.51755582342534	7.49018919096299	6.09731929739491	4.51069083194312	7.83763102060153	4.32048852982268
KIAA1429	51	48	46	17	29	40	26	52	54	53	30	26	21	36	41	32	34.8014993835084	35.4706793201712	32.8444655487781	13.8349456432934	28.159005415578	28.6738579307137	40.7825197385781	38.9669428674158	45.152070154546	28.0329504598551	27.105334940552	24.3431148706297	14.2270783605881	32.4769739899905	35.7047635382959	27.6511265908652
KIAA1430	53	51	39	47	33	51	21	47	57	60	37	54	46	54	32	43	36.1662640652146	37.6875967776819	27.8463947043988	38.2495556020464	32.0430061625543	36.55916886166	32.9397274811592	35.2201214378566	47.6605184964652	31.7354156149303	33.4299130933475	50.5587770390002	31.1640764089073	48.7154609849857	27.8671325176943	37.1562013564751
