Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	SOR+URS.A.5.7.1.C3	SOR+URS.A.5.8.1.C4	SOR+URS.A.5.9.1.C5	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	SOR+URS.A.5.7.1.C3.Norm	SOR+URS.A.5.8.1.C4.Norm	SOR+URS.A.5.9.1.C5.Norm
ANAPC1P1	1	2	2	0	0	1	0	0	1	2	1	0	0	0	0	0	0.72290721072476	1.60135538694413	1.54575949697852	0	0	0.778311174388842	0	0	0.898270210154694	1.13665380348378	0.976807579359473	0	0	0	0	0
ANAPC4	10	6	13	11	6	15	3	11	6	13	7	6	21	1	2	6	7.2290721072476	4.80406616083238	10.0474367303604	9.65218692923596	6.2549227069979	11.6746676158326	5.04976069345999	8.95152939334101	5.38962126092816	7.38824972264454	6.83765305551631	6.04335581218765	15.6330649660209	5.22969331814218	8.32427454856799	14.178052911202
ANAPC5	123	114	133	92	114	119	44	104	97	178	80	107	142	15	10	28	88.9175869191455	91.2772570558151	102.793006549071	80.7273815899735	118.84353143296	92.6190297522723	74.0631568374131	84.6326415370423	87.1322103850053	101.162188510056	78.1446063487578	107.77317865068	105.709296436903	78.4453997721327	41.6213727428399	66.1642469189429
ANAPC7	19	17	18	13	12	13	8	12	13	19	15	12	18	2	1	5	13.7352370037704	13.6115207890251	13.9118354728066	11.4071300072789	12.5098454139958	10.118045267055	13.4660285158933	9.76530479273564	11.677512732011	10.7982111330959	14.6521136903921	12.0867116243753	13.3997699708751	10.4593866362844	4.16213727428399	11.8150440926684
ANG	62	60	78	64	56	92	37	38	63	81	49	74	79	3	7	11	44.8202470649351	48.0406616083238	60.2846203821621	56.1581784973729	58.3792785986471	71.6046280437735	62.2803818860065	30.9234651769962	56.5910232397457	46.0344790410929	47.8635713886142	74.5347216836477	58.8101015388406	15.6890799544265	29.134960919988	25.9930970038704
ANGEL1	3	3	3	4	6	6	1	3	2	2	4	4	2	1	3	3	2.16872163217428	2.40203308041619	2.31863924546777	3.5098861560858	6.2549227069979	4.66986704633305	1.68325356448666	2.44132619818391	1.79654042030939	1.13665380348378	3.90723031743789	4.02890387479177	1.48886333009723	5.22969331814218	12.486411822852	7.08902645560102
ANGEL2	16	20	19	16	8	17	3	20	17	25	12	10	21	1	0	2	11.5665153715962	16.0135538694413	14.6847152212959	14.0395446243432	8.33989694266387	13.2312899646103	5.04976069345999	16.2755079878927	15.2705935726298	14.2081725435472	11.7216909523137	10.0722596869794	15.6330649660209	5.22969331814218	0	4.72601763706735
ANGPT1	82	62	80	83	42	71	27	39	57	56	50	44	54	9	7	20	59.2783912794303	49.6420169952679	61.8303798791406	72.8301377387805	43.7844589489853	55.2600933816078	45.4478462411399	31.7372405763908	51.2014019788175	31.8263064975457	48.8403789679737	44.3179426227095	40.1993099126252	47.0672398632796	29.134960919988	47.2601763706735
ANGPT2	10	4	0	1	3	1	4	7	3	2	4	4	4	1	1	0	7.2290721072476	3.20271077388825	0	0.877471539021451	3.12746135349895	0.778311174388842	6.73301425794665	5.69642779576246	2.69481063046408	1.13665380348378	3.90723031743789	4.02890387479177	2.97772666019446	5.22969331814218	4.16213727428399	0
ANGPTL1	33	27	27	33	23	24	11	38	35	60	21	25	65	8	2	3	23.8559379539171	21.6182977237457	20.86775320921	28.9565607877079	23.9772037101586	18.6794681853322	18.5157892093533	30.9234651769962	31.4394573554143	34.0996141045133	20.5129591665489	25.1806492174486	48.38805822816	41.8375465451374	8.32427454856799	7.08902645560102
ANGPTL2	15	23	20	7	9	22	13	15	19	18	15	15	22	2	2	4	10.8436081608714	18.4155869498574	15.4575949697852	6.14230077315016	9.38238406049685	17.1228458365545	21.8822963383266	12.2066309909196	17.0671339929392	10.229884231354	14.6521136903921	15.1083895304691	16.3774966310695	10.4593866362844	8.32427454856799	9.4520352741347
ANGPTL4	96	82	102	76	68	87	26	103	102	138	107	91	160	5	10	18	69.399092229577	65.6555708647091	78.8337343459043	66.6878369656303	70.8891240126429	67.7130721718293	43.7645926766532	83.8188661376476	91.6235614357788	78.4291124403805	104.518410991464	91.6575631515127	119.109066407778	26.1484665907109	41.6213727428399	42.5341587336061
ANK1	0	2	0	1	2	1	0	0	0	0	1	0	0	0	1	0	0	1.60135538694413	0	0.877471539021451	2.08497423566597	0.778311174388842	0	0	0	0	0.976807579359473	0	0	0	4.16213727428399	0
ANK2	15	15	8	12	9	10	4	20	13	15	7	12	15	2	4	3	10.8436081608714	12.0101654020809	6.18303798791406	10.5296584682574	9.38238406049685	7.78311174388842	6.73301425794665	16.2755079878927	11.677512732011	8.52490352612832	6.83765305551631	12.0867116243753	11.1664749757292	10.4593866362844	16.648549097136	7.08902645560102
ANK3	88	67	70	60	40	53	42	56	47	69	38	29	53	15	26	29	63.6158345437789	53.6454054626282	54.101582394248	52.6482923412871	41.6994847133193	41.2504922426087	70.6966497084398	45.5714223660997	42.2186998772706	39.2145562201903	37.11868801566	29.2095530922403	39.4548782475766	78.4453997721327	108.215569131384	68.5272557374766
ANKAR	5	9	2	4	2	6	1	6	5	1	4	1	3	0	1	1	3.6145360536238	7.20609924124856	1.54575949697852	3.5098861560858	2.08497423566597	4.66986704633305	1.68325356448666	4.88265239636782	4.49135105077347	0.568326901741888	3.90723031743789	1.00722596869794	2.23329499514584	0	4.16213727428399	2.36300881853367
ANKDD1A	1	1	3	0	3	3	0	5	1	6	2	1	1	0	1	1	0.72290721072476	0.800677693472063	2.31863924546777	0	3.12746135349895	2.33493352316653	0	4.06887699697319	0.898270210154694	3.40996141045133	1.95361515871895	1.00722596869794	0.744431665048615	0	4.16213727428399	2.36300881853367
ANKFY1	27	26	24	24	19	22	13	34	25	35	13	16	19	2	5	6	19.5184946895685	20.8176200302736	18.5491139637422	21.0593169365148	19.8072552388267	17.1228458365545	21.8822963383266	27.6683635794177	22.4567552538673	19.8914415609661	12.6984985316732	16.1156154991671	14.1442016359237	10.4593866362844	20.81068637142	14.178052911202
ANKH	54	45	49	36	23	47	27	31	26	40	27	30	36	4	3	15	39.036989379137	36.0304962062428	37.8711076759736	31.5889754047722	23.9772037101586	36.5806251962756	45.4478462411399	25.2270373812337	23.355025464022	22.7330760696755	26.3738046427058	30.2167790609383	26.7995399417501	20.9187732725687	12.486411822852	35.4451322780051
ANKHD1	12	7	8	13	5	12	8	9	10	15	8	6	11	1	2	2	8.67488652869712	5.60474385430444	6.18303798791406	11.4071300072789	5.21243558916492	9.33973409266611	13.4660285158933	7.32397859455173	8.98270210154694	8.52490352612832	7.81446063487578	6.04335581218765	8.18874831553476	5.22969331814218	8.32427454856799	4.72601763706735
ANKIB1	46	39	33	31	32	31	16	31	31	58	29	35	28	5	13	23	33.253731693339	31.2264300454104	25.5050317001455	27.201617709665	33.3595877706555	24.1276464060541	26.9320570317866	25.2270373812337	27.8463765147955	32.9629603010295	28.3274198014247	35.252908904428	20.8440866213612	26.1484665907109	54.1077845656919	54.3492028262745
ANKLE1	3	2	2	6	4	1	1	7	5	10	1	2	3	0	0	1	2.16872163217428	1.60135538694413	1.54575949697852	5.26482923412871	4.16994847133193	0.778311174388842	1.68325356448666	5.69642779576246	4.49135105077347	5.68326901741888	0.976807579359473	2.01445193739588	2.23329499514584	0	0	2.36300881853367
ANKLE2	30	26	22	16	8	14	6	14	17	21	9	18	13	7	11	17	21.6872163217428	20.8176200302736	17.0033544667637	14.0395446243432	8.33989694266387	10.8963564414438	10.09952138692	11.3928555915249	15.2705935726298	11.9348649365796	8.79126821423526	18.130067436563	9.67761164563199	36.6078532269952	45.7835100171239	40.1711499150725
ANKMY2	22	20	39	37	19	42	21	35	20	44	31	32	41	2	5	10	15.9039586359447	16.0135538694413	30.1423101910811	32.4664469437937	19.8072552388267	32.6890693243314	35.3483248542199	28.4821389788123	17.9654042030939	25.0063836766431	30.2810349601437	32.2312309983341	30.5216982669932	10.4593866362844	20.81068637142	23.6300881853367
ANKRA2	32	28	34	37	31	38	9	37	32	41	19	22	47	4	5	7	23.1330307431923	22.4189754172178	26.2779114486348	32.4664469437937	32.3171006528225	29.575824626776	15.14928208038	30.1096897776016	28.7446467249502	23.3014029714174	18.55934400783	22.1589713113547	34.9882882572849	20.9187732725687	20.81068637142	16.5410617297357
ANKRD1	204	183	115	90	61	120	60	132	102	182	78	103	165	8	13	37	147.473070987851	146.524017905387	88.8811710762646	78.9724385119306	63.591714187812	93.3973409266611	100.9952138692	107.418352720092	91.6235614357788	103.435496117024	76.1909911900389	103.744274775888	122.831224733021	41.8375465451374	54.1077845656919	87.4313262857459
ANKRD10	22	26	20	27	15	24	13	30	29	34	25	13	21	4	6	5	15.9039586359447	20.8176200302736	15.4575949697852	23.6917315535792	15.6373067674947	18.6794681853322	21.8822963383266	24.4132619818391	26.0498360944861	19.3231146592242	24.4201894839868	13.0939375930732	15.6330649660209	20.9187732725687	24.972823645704	11.8150440926684
ANKRD11	361	292	483	310	261	451	230	337	363	495	276	321	463	53	86	98	260.969503071638	233.797886493842	373.300918520312	272.01617709665	272.089137754409	351.018339649368	387.148319831932	274.242309595993	326.072086286154	281.321816362234	269.598891903215	323.319535952039	344.671860917509	277.173745861535	357.943805588424	231.5748642163
ANKRD12	123	112	131	106	105	120	60	139	95	195	111	120	130	24	31	62	88.9175869191455	89.675901668871	101.247247052093	93.0119831362738	109.461147372463	93.3973409266611	100.9952138692	113.114780515855	85.3356699646959	110.823745839668	108.425641308902	120.867116243753	96.7761164563199	125.512639635412	129.026255502804	146.506546749088
ANKRD13A	26	37	25	34	24	29	10	31	30	40	29	29	22	8	9	23	18.7955874788438	29.6250746584663	19.3219937122314	29.8340323267293	25.0196908279916	22.5710240572764	16.8325356448666	25.2270373812337	26.9481063046408	22.7330760696755	28.3274198014247	29.2095530922403	16.3774966310695	41.8375465451374	37.4592354685559	54.3492028262745
ANKRD13B	0	2	1	2	1	1	1	0	0	2	2	0	2	0	0	0	0	1.60135538694413	0.772879748489258	1.7549430780429	1.04248711783298	0.778311174388842	1.68325356448666	0	0	1.13665380348378	1.95361515871895	0	1.48886333009723	0	0	0
ANKRD13C	18	19	13	12	10	15	7	16	18	18	14	17	25	5	6	6	13.0123297930457	15.2128761759692	10.0474367303604	10.5296584682574	10.4248711783298	11.6746676158326	11.7827749514066	13.0204063903142	16.1688637827845	10.229884231354	13.6753061110326	17.122841467865	18.6107916262154	26.1484665907109	24.972823645704	14.178052911202
ANKRD13D	1	2	0	1	1	3	0	5	1	0	2	2	4	0	2	0	0.72290721072476	1.60135538694413	0	0.877471539021451	1.04248711783298	2.33493352316653	0	4.06887699697319	0.898270210154694	0	1.95361515871895	2.01445193739588	2.97772666019446	0	8.32427454856799	0
ANKRD16	7	5	2	10	1	5	1	3	5	10	6	4	3	0	1	3	5.06035047507332	4.00338846736031	1.54575949697852	8.77471539021451	1.04248711783298	3.89155587194421	1.68325356448666	2.44132619818391	4.49135105077347	5.68326901741888	5.86084547615684	4.02890387479177	2.23329499514584	0	4.16213727428399	7.08902645560102
ANKRD17	63	50	57	50	37	54	12	70	47	58	37	43	30	12	17	36	45.5431542756599	40.0338846736031	44.0541456638877	43.8735769510726	38.5720233598204	42.0288034169975	20.1990427738399	56.9642779576246	42.2186998772706	32.9629603010295	36.1418804363005	43.3107166540115	22.3329499514584	62.7563198177061	70.7563336628279	85.0683174672123
ANKRD19P	2	1	2	1	1	2	0	0	2	0	1	0	3	0	0	2	1.44581442144952	0.800677693472063	1.54575949697852	0.877471539021451	1.04248711783298	1.55662234877768	0	0	1.79654042030939	0	0.976807579359473	0	2.23329499514584	0	0	4.72601763706735
ANKRD20A12P	4	6	3	9	5	5	2	3	6	13	4	8	10	4	1	3	2.89162884289904	4.80406616083238	2.31863924546777	7.89724385119306	5.21243558916492	3.89155587194421	3.36650712897332	2.44132619818391	5.38962126092816	7.38824972264454	3.90723031743789	8.05780774958354	7.44431665048615	20.9187732725687	4.16213727428399	7.08902645560102
ANKRD20A9P	23	36	23	17	13	18	8	28	27	40	15	22	25	7	11	18	16.6268658466695	28.8243969649943	17.7762342152529	14.9170161633647	13.5523325318288	14.0096011389992	13.4660285158933	22.7857111830498	24.2532956741767	22.7330760696755	14.6521136903921	22.1589713113547	18.6107916262154	36.6078532269952	45.7835100171239	42.5341587336061
ANKRD26	34	25	16	15	8	16	3	21	24	25	22	13	21	5	11	14	24.5788451646418	20.0169423368016	12.3660759758281	13.1620730853218	8.33989694266387	12.4529787902215	5.04976069345999	17.0892833872874	21.5584850437127	14.2081725435472	21.4897667459084	13.0939375930732	15.6330649660209	26.1484665907109	45.7835100171239	33.0821234594714
ANKRD27	6	3	3	7	3	4	2	5	7	6	2	5	5	0	2	5	4.33744326434856	2.40203308041619	2.31863924546777	6.14230077315016	3.12746135349895	3.11324469755537	3.36650712897332	4.06887699697319	6.28789147108286	3.40996141045133	1.95361515871895	5.03612984348971	3.72215832524307	0	8.32427454856799	11.8150440926684
ANKRD28	13	4	12	14	11	9	8	13	11	25	8	5	12	0	4	7	9.39779373942188	3.20271077388825	9.27455698187109	12.2846015463003	11.4673582961628	7.00480056949958	13.4660285158933	10.5790801921303	9.88097231170163	14.2081725435472	7.81446063487578	5.03612984348971	8.93317998058338	0	16.648549097136	16.5410617297357
ANKRD29	2	2	0	0	1	0	1	0	2	0	0	1	1	0	0	0	1.44581442144952	1.60135538694413	0	0	1.04248711783298	0	1.68325356448666	0	1.79654042030939	0	0	1.00722596869794	0.744431665048615	0	0	0
ANKRD30B	1	0	1	2	0	1	0	0	0	0	2	2	5	0	0	1	0.72290721072476	0	0.772879748489258	1.7549430780429	0	0.778311174388842	0	0	0	0	1.95361515871895	2.01445193739588	3.72215832524307	0	0	2.36300881853367
ANKRD30BP2	3	5	3	3	2	0	1	3	0	4	0	1	3	1	0	3	2.16872163217428	4.00338846736031	2.31863924546777	2.63241461706435	2.08497423566597	0	1.68325356448666	2.44132619818391	0	2.27330760696755	0	1.00722596869794	2.23329499514584	5.22969331814218	0	7.08902645560102
ANKRD32	7	9	7	6	9	9	4	14	14	13	7	8	9	0	0	2	5.06035047507332	7.20609924124856	5.4101582394248	5.26482923412871	9.38238406049685	7.00480056949958	6.73301425794665	11.3928555915249	12.5757829421657	7.38824972264454	6.83765305551631	8.05780774958354	6.69988498543753	0	0	4.72601763706735
ANKRD33B	2	3	4	0	1	3	0	6	3	2	1	3	4	0	1	2	1.44581442144952	2.40203308041619	3.09151899395703	0	1.04248711783298	2.33493352316653	0	4.88265239636782	2.69481063046408	1.13665380348378	0.976807579359473	3.02167790609383	2.97772666019446	0	4.16213727428399	4.72601763706735
ANKRD34A	0	0	1	0	1	0	1	1	0	1	0	2	0	1	0	2	0	0	0.772879748489258	0	1.04248711783298	0	1.68325356448666	0.813775399394637	0	0.568326901741888	0	2.01445193739588	0	5.22969331814218	0	4.72601763706735
ANKRD35	1	1	2	4	2	3	2	4	1	1	2	4	4	0	2	0	0.72290721072476	0.800677693472063	1.54575949697852	3.5098861560858	2.08497423566597	2.33493352316653	3.36650712897332	3.25510159757855	0.898270210154694	0.568326901741888	1.95361515871895	4.02890387479177	2.97772666019446	0	8.32427454856799	0
ANKRD36	44	23	21	20	11	20	8	27	27	33	30	28	20	6	10	28	31.8079172718894	18.4155869498574	16.2304747182744	17.549430780429	11.4673582961628	15.5662234877768	13.4660285158933	21.9719357836552	24.2532956741767	18.7547877574823	29.3042273807842	28.2023271235424	14.8886333009723	31.3781599088531	41.6213727428399	66.1642469189429
ANKRD36B	42	21	19	11	10	13	10	27	30	35	24	17	25	2	4	8	30.3621028504399	16.8142315629133	14.6847152212959	9.65218692923596	10.4248711783298	10.118045267055	16.8325356448666	21.9719357836552	26.9481063046408	19.8914415609661	23.4433819046274	17.122841467865	18.6107916262154	10.4593866362844	16.648549097136	18.9040705482694
ANKRD36BP1	10	7	12	5	6	4	6	13	5	18	5	14	15	0	0	0	7.2290721072476	5.60474385430444	9.27455698187109	4.38735769510726	6.2549227069979	3.11324469755537	10.09952138692	10.5790801921303	4.49135105077347	10.229884231354	4.88403789679737	14.1011635617712	11.1664749757292	0	0	0
ANKRD37	14	8	10	2	3	6	4	12	14	12	4	4	10	1	2	3	10.1207009501466	6.4054215477765	7.72879748489258	1.7549430780429	3.12746135349895	4.66986704633305	6.73301425794665	9.76530479273564	12.5757829421657	6.81992282090265	3.90723031743789	4.02890387479177	7.44431665048615	5.22969331814218	8.32427454856799	7.08902645560102
ANKRD39	14	7	10	7	12	7	3	4	4	12	10	7	11	5	1	4	10.1207009501466	5.60474385430444	7.72879748489258	6.14230077315016	12.5098454139958	5.4481782207219	5.04976069345999	3.25510159757855	3.59308084061878	6.81992282090265	9.76807579359473	7.05058178088559	8.18874831553476	26.1484665907109	4.16213727428399	9.4520352741347
ANKRD40	23	39	35	28	23	40	12	27	30	47	31	22	36	5	9	15	16.6268658466695	31.2264300454104	27.050791197124	24.5692030926006	23.9772037101586	31.1324469755537	20.1990427738399	21.9719357836552	26.9481063046408	26.7113643818687	30.2810349601437	22.1589713113547	26.7995399417501	26.1484665907109	37.4592354685559	35.4451322780051
ANKRD42	5	7	11	5	8	7	5	14	9	10	5	7	6	0	3	1	3.6145360536238	5.60474385430444	8.50167723338184	4.38735769510726	8.33989694266387	5.4481782207219	8.41626782243331	11.3928555915249	8.08443189139224	5.68326901741888	4.88403789679737	7.05058178088559	4.46658999029169	0	12.486411822852	2.36300881853367
ANKRD44	34	26	17	22	15	21	15	18	20	40	17	14	25	3	2	6	24.5788451646418	20.8176200302736	13.1389557243174	19.3043738584719	15.6373067674947	16.3445346621657	25.2488034672999	14.6479571891035	17.9654042030939	22.7330760696755	16.605728849111	14.1011635617712	18.6107916262154	15.6890799544265	8.32427454856799	14.178052911202
ANKRD45	0	3	1	3	1	1	0	1	0	1	1	2	0	1	0	1	0	2.40203308041619	0.772879748489258	2.63241461706435	1.04248711783298	0.778311174388842	0	0.813775399394637	0	0.568326901741888	0.976807579359473	2.01445193739588	0	5.22969331814218	0	2.36300881853367
ANKRD46	21	17	19	24	18	31	5	16	14	17	10	8	13	1	1	5	15.18105142522	13.6115207890251	14.6847152212959	21.0593169365148	18.7647681209937	24.1276464060541	8.41626782243331	13.0204063903142	12.5757829421657	9.66155732961209	9.76807579359473	8.05780774958354	9.67761164563199	5.22969331814218	4.16213727428399	11.8150440926684
ANKRD49	24	27	38	21	25	28	10	29	28	43	10	14	39	0	1	7	17.3497730573942	21.6182977237457	29.3694304425918	18.4269023194505	26.0621779458246	21.7927128828876	16.8325356448666	23.5994865824445	25.1515658843314	24.4380567749012	9.76807579359473	14.1011635617712	29.032834936896	0	4.16213727428399	16.5410617297357
ANKRD50	29	39	23	25	24	18	21	25	21	51	19	16	15	4	4	7	20.964309111018	31.2264300454104	17.7762342152529	21.9367884755363	25.0196908279916	14.0096011389992	35.3483248542199	20.3443849848659	18.8636744132486	28.9846719888363	18.55934400783	16.1156154991671	11.1664749757292	20.9187732725687	16.648549097136	16.5410617297357
ANKRD52	1	4	2	4	3	6	4	4	4	4	4	3	3	0	1	0	0.72290721072476	3.20271077388825	1.54575949697852	3.5098861560858	3.12746135349895	4.66986704633305	6.73301425794665	3.25510159757855	3.59308084061878	2.27330760696755	3.90723031743789	3.02167790609383	2.23329499514584	0	4.16213727428399	0
ANKRD54	5	6	11	9	1	5	5	6	5	4	6	2	3	1	0	5	3.6145360536238	4.80406616083238	8.50167723338184	7.89724385119306	1.04248711783298	3.89155587194421	8.41626782243331	4.88265239636782	4.49135105077347	2.27330760696755	5.86084547615684	2.01445193739588	2.23329499514584	5.22969331814218	0	11.8150440926684
ANKRD55	2	0	2	3	0	4	1	2	5	4	1	1	3	0	1	1	1.44581442144952	0	1.54575949697852	2.63241461706435	0	3.11324469755537	1.68325356448666	1.62755079878927	4.49135105077347	2.27330760696755	0.976807579359473	1.00722596869794	2.23329499514584	0	4.16213727428399	2.36300881853367
ANKRD6	17	9	9	13	14	12	6	6	9	12	11	12	9	0	8	7	12.2894225823209	7.20609924124856	6.95591773640332	11.4071300072789	14.5948196496618	9.33973409266611	10.09952138692	4.88265239636782	8.08443189139224	6.81992282090265	10.7448833729542	12.0867116243753	6.69988498543753	0	33.297098194272	16.5410617297357
ANKRD62	5	4	1	3	0	2	2	8	2	2	6	3	2	0	0	0	3.6145360536238	3.20271077388825	0.772879748489258	2.63241461706435	0	1.55662234877768	3.36650712897332	6.5102031951571	1.79654042030939	1.13665380348378	5.86084547615684	3.02167790609383	1.48886333009723	0	0	0
ANKRD62P1-PARP4P3	5	0	1	0	0	3	0	2	0	0	0	1	0	0	0	1	3.6145360536238	0	0.772879748489258	0	0	2.33493352316653	0	1.62755079878927	0	0	0	1.00722596869794	0	0	0	2.36300881853367
ANKRD7	0	1	1	1	3	2	0	0	0	1	2	0	0	0	0	0	0	0.800677693472063	0.772879748489258	0.877471539021451	3.12746135349895	1.55662234877768	0	0	0	0.568326901741888	1.95361515871895	0	0	0	0	0
ANKRD9	0	0	0	2	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1.7549430780429	0	1.55662234877768	0	0.813775399394637	0	0	0	0	0	5.22969331814218	0	0
ANKS1A	10	0	4	4	2	4	8	6	2	8	5	5	2	1	2	1	7.2290721072476	0	3.09151899395703	3.5098861560858	2.08497423566597	3.11324469755537	13.4660285158933	4.88265239636782	1.79654042030939	4.5466152139351	4.88403789679737	5.03612984348971	1.48886333009723	5.22969331814218	8.32427454856799	2.36300881853367
ANKS3	3	4	6	4	0	3	3	6	8	7	4	3	1	0	0	0	2.16872163217428	3.20271077388825	4.63727849093555	3.5098861560858	0	2.33493352316653	5.04976069345999	4.88265239636782	7.18616168123755	3.97828831219321	3.90723031743789	3.02167790609383	0.744431665048615	0	0	0
ANKS4B	3	5	5	4	5	6	1	2	3	5	4	2	9	2	2	1	2.16872163217428	4.00338846736031	3.86439874244629	3.5098861560858	5.21243558916492	4.66986704633305	1.68325356448666	1.62755079878927	2.69481063046408	2.84163450870944	3.90723031743789	2.01445193739588	6.69988498543753	10.4593866362844	8.32427454856799	2.36300881853367
ANKS6	5	5	4	5	3	5	1	3	7	4	5	4	1	0	1	1	3.6145360536238	4.00338846736031	3.09151899395703	4.38735769510726	3.12746135349895	3.89155587194421	1.68325356448666	2.44132619818391	6.28789147108286	2.27330760696755	4.88403789679737	4.02890387479177	0.744431665048615	0	4.16213727428399	2.36300881853367
ANKZF1	13	8	7	3	1	4	4	8	9	10	1	5	7	0	0	4	9.39779373942188	6.4054215477765	5.4101582394248	2.63241461706435	1.04248711783298	3.11324469755537	6.73301425794665	6.5102031951571	8.08443189139224	5.68326901741888	0.976807579359473	5.03612984348971	5.2110216553403	0	0	9.4520352741347
ANLN	1	1	2	1	2	1	1	4	4	4	0	2	2	1	0	1	0.72290721072476	0.800677693472063	1.54575949697852	0.877471539021451	2.08497423566597	0.778311174388842	1.68325356448666	3.25510159757855	3.59308084061878	2.27330760696755	0	2.01445193739588	1.48886333009723	5.22969331814218	0	2.36300881853367
ANO10	10	12	8	7	7	4	0	5	3	8	9	10	10	1	1	6	7.2290721072476	9.60813232166475	6.18303798791406	6.14230077315016	7.29740982483088	3.11324469755537	0	4.06887699697319	2.69481063046408	4.5466152139351	8.79126821423526	10.0722596869794	7.44431665048615	5.22969331814218	4.16213727428399	14.178052911202
ANO6	54	33	35	40	19	38	14	36	44	60	35	35	32	8	9	15	39.036989379137	26.4223638845781	27.050791197124	35.098861560858	19.8072552388267	29.575824626776	23.5655499028133	29.2959143782069	39.5238892468065	34.0996141045133	34.1882652775816	35.252908904428	23.8218132815557	41.8375465451374	37.4592354685559	35.4451322780051
ANO7	3	2	0	1	2	6	0	3	3	3	3	4	6	0	0	0	2.16872163217428	1.60135538694413	0	0.877471539021451	2.08497423566597	4.66986704633305	0	2.44132619818391	2.69481063046408	1.70498070522566	2.93042273807842	4.02890387479177	4.46658999029169	0	0	0
ANO8	1	1	1	2	0	2	0	0	0	0	1	1	1	0	1	0	0.72290721072476	0.800677693472063	0.772879748489258	1.7549430780429	0	1.55662234877768	0	0	0	0	0.976807579359473	1.00722596869794	0.744431665048615	0	4.16213727428399	0
ANP32A	48	60	38	42	27	63	28	59	35	66	40	40	31	5	11	14	34.6995461147885	48.0406616083238	29.3694304425918	36.8538046389009	28.1471521814905	49.0336039864971	47.1310998056265	48.0127485642836	31.4394573554143	37.5095755149646	39.0723031743789	40.2890387479177	23.0773816165071	26.1484665907109	45.7835100171239	33.0821234594714
ANP32A-IT1	12	6	4	3	1	5	1	6	3	12	8	10	10	2	2	2	8.67488652869712	4.80406616083238	3.09151899395703	2.63241461706435	1.04248711783298	3.89155587194421	1.68325356448666	4.88265239636782	2.69481063046408	6.81992282090265	7.81446063487578	10.0722596869794	7.44431665048615	10.4593866362844	8.32427454856799	4.72601763706735
ANP32B	78	84	84	59	77	80	37	84	69	109	68	73	87	50	85	115	56.3867624365313	67.2569262516533	64.9218988730977	51.7708208022656	80.2715080731397	62.2648939511074	62.2803818860065	68.3571335491495	61.9806445006739	61.9476322898658	66.4229153964442	73.5274957149498	64.7655548592295	261.484665907109	353.781668314139	271.746014131373
ANP32E	175	122	123	114	100	163	79	163	126	173	117	98	122	8	18	17	126.508761876833	97.6826786035916	95.0642090641787	100.031755448445	104.248711783298	126.864721425381	132.977031594446	132.645390101326	113.182046479491	98.3205540013466	114.286486785058	98.7081449323983	90.820663135931	41.8375465451374	74.9184709371119	40.1711499150725
ANPEP	3	1	2	5	3	0	1	2	3	5	2	2	3	1	1	1	2.16872163217428	0.800677693472063	1.54575949697852	4.38735769510726	3.12746135349895	0	1.68325356448666	1.62755079878927	2.69481063046408	2.84163450870944	1.95361515871895	2.01445193739588	2.23329499514584	5.22969331814218	4.16213727428399	2.36300881853367
ANTXR1	122	142	114	123	72	115	52	106	87	135	95	73	129	26	38	54	88.1946797084207	113.696232473033	88.1082913277754	107.928999299638	75.0590724839748	89.5057850547169	87.5291853533064	86.2601923358315	78.1495082834584	76.7241317351548	92.7967200391499	73.5274957149498	96.0316847912713	135.972026271697	158.161216422792	127.602476200818
ANTXR2	76	88	84	76	79	93	55	72	76	99	66	73	118	7	15	33	54.9409480150818	70.4596370255415	64.9218988730977	66.6878369656303	82.3564823088057	72.3829392181623	92.5789460467664	58.5918287564139	68.2685359717567	56.2643632724469	64.4693002377252	73.5274957149498	87.8429364757366	36.6078532269952	62.4320591142599	77.9792910116113
ANXA1	2078	1937	2161	2014	1708	2322	813	1960	1813	3101	1435	1464	2541	174	197	325	1502.20118388605	1550.91269225539	1670.19313648529	1767.2276795892	1780.56799725874	1807.23854693089	1368.48514792766	1594.99978281349	1628.56389101046	1762.38172230159	1401.71887638084	1474.57881817379	1891.60086088853	909.966637356739	819.941043033947	767.977866023444
