Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	TRS+DOM.A.4.15.1.B9	TRS+DOM.A.4.16.1.B10	TRS+DOM.A.5.12.1.C8	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	TRS+DOM.A.4.15.1.B9.Norm	TRS+DOM.A.4.16.1.B10.Norm	TRS+DOM.A.5.12.1.C8.Norm
DUSP12	15	10	17	9	15	20	6	19	11	31	11	17	26	101	14	3	10.2160771108619	7.54318935001715	12.290270207378	7.17174814281403	14.2358853493073	14.4638167177661	9.26152423679748	14.3667159319869	9.06777128304514	16.3665114921811	9.84053817094884	15.6939360618706	18.040575314422	14.315382591253	9.93060275835899	5.22710243890508
DUSP14	48	43	68	67	63	101	42	44	45	89	44	67	90	252	76	30	32.691446754758	32.4357142050738	49.161080829512	53.3896806187267	59.7907184670908	73.0422744247189	64.8306696575824	33.2702895267065	37.0954279760937	46.9877265420682	39.3621526837954	61.8525715379605	62.4481453191529	35.7175882474828	53.9089864025202	52.2710243890508
DUSP16	5	4	4	4	2	6	1	5	4	7	12	3	8	13	6	1	3.40535903695396	3.01727574000686	2.89182828408894	3.18744361902846	1.89811804657431	4.33914501532983	1.54358737279958	3.78071471894392	3.29737137565278	3.69566388533121	10.735132550126	2.76951812856539	5.55094625059137	1.84257399689395	4.25597261072528	1.74236747963503
DUSP18	1	3	1	2	5	3	1	2	1	5	2	3	8	13	2	0	0.681071807390791	2.26295680500515	0.722957071022235	1.59372180951423	4.74529511643577	2.16957250766492	1.54358737279958	1.51228588757757	0.824342843913194	2.63975991809372	1.78918875835433	2.76951812856539	5.55094625059137	1.84257399689395	1.41865753690843	0
DUSP19	12	8	7	7	5	10	4	5	12	12	10	13	8	46	6	1	8.17286168868949	6.03455148001372	5.06069949715565	5.5780263332998	4.74529511643577	7.23190835888306	6.17434949119832	3.78071471894392	9.89211412695833	6.33542380342493	8.94594379177167	12.0012452237834	5.55094625059137	6.5198772197786	4.25597261072528	1.74236747963503
DUSP22	30	30	31	22	21	27	11	31	25	34	24	18	37	167	32	16	20.4321542217237	22.6295680500515	22.4116692016893	17.5309399046565	19.9302394890303	19.5261525689843	16.9794611007954	23.4404312574523	20.6085710978299	17.9503674430373	21.470265100252	16.6171087713924	25.6731264089851	23.6699890370223	22.6985205905348	27.8778796741604
DUSP23	13	9	19	16	15	12	3	12	7	12	11	8	32	81	12	4	8.85393349608029	6.78887041501544	13.7361843494225	12.7497744761138	14.2358853493073	8.67829003065967	4.63076211839874	9.0737153254654	5.77039990739236	6.33542380342493	9.84053817094884	7.38538167617439	22.2037850023655	11.4806533652623	8.51194522145057	6.96946991854011
DUSP28	0	2	1	3	1	1	2	1	1	2	3	1	1	20	4	0	0	1.50863787000343	0.722957071022235	2.39058271427134	0.949059023287155	0.723190835888306	3.08717474559916	0.756142943788783	0.824342843913194	1.05590396723749	2.6837831375315	0.923172709521798	0.693868281323921	2.8347292259907	2.83731507381686	0
DUSP3	54	65	42	46	41	49	18	47	37	83	41	47	64	286	73	27	36.7778775991027	49.0307307751115	30.3641969829339	36.6556016188273	38.9114199547734	35.436350958527	27.7845727103924	35.5387183580728	30.5006852247882	43.8200146403558	36.6783695462639	43.3891173475245	44.407570004731	40.5366279316669	51.7810000971576	47.0439219501458
DUSP4	1	0	1	2	1	1	1	3	3	1	1	1	1	2	1	0	0.681071807390791	0	0.722957071022235	1.59372180951423	0.949059023287155	0.723190835888306	1.54358737279958	2.26842883136635	2.47302853173958	0.527951983618744	0.894594379177167	0.923172709521798	0.693868281323921	0.28347292259907	0.709328768454214	0
DUSP5	2	0	6	2	2	2	2	1	1	0	2	0	0	1	0	0	1.36214361478158	0	4.33774242613341	1.59372180951423	1.89811804657431	1.44638167177661	3.08717474559916	0.756142943788783	0.824342843913194	0	1.78918875835433	0	0	0.141736461299535	0	0
DUSP6	4	6	4	4	5	11	6	7	7	9	5	7	4	32	4	2	2.72428722956316	4.52591361001029	2.89182828408894	3.18744361902846	4.74529511643577	7.95509919477136	9.26152423679748	5.29300060652148	5.77039990739236	4.7515678525687	4.47297189588584	6.46220896665259	2.77547312529569	4.53556676158511	2.83731507381686	3.48473495927006
DUSP7	4	3	10	1	2	5	1	4	2	5	3	4	0	20	4	3	2.72428722956316	2.26295680500515	7.22957071022235	0.796860904757115	1.89811804657431	3.61595417944153	1.54358737279958	3.02457177515513	1.64868568782639	2.63975991809372	2.6837831375315	3.69269083808719	0	2.8347292259907	2.83731507381686	5.22710243890508
DUT	41	48	51	34	30	43	22	42	47	66	41	37	43	252	46	15	27.9239441030224	36.2073088800823	36.870810622134	27.0932707617419	28.4717706986146	31.0972059431971	33.9589222015908	31.7580036391289	38.7441136639201	34.8448309188371	36.6783695462639	34.1573902523065	29.8363360969286	35.7175882474828	32.6291233488938	26.1355121945254
DUXA	4	6	6	4	2	3	2	5	4	11	7	4	7	21	3	2	2.72428722956316	4.52591361001029	4.33774242613341	3.18744361902846	1.89811804657431	2.16957250766492	3.08717474559916	3.78071471894392	3.29737137565278	5.80747181980619	6.26216065424017	3.69269083808719	4.85707796926745	2.97646568729023	2.12798630536264	3.48473495927006
DVL1	2	6	8	3	3	4	0	5	2	3	1	3	6	12	5	2	1.36214361478158	4.52591361001029	5.78365656817788	2.39058271427134	2.84717706986146	2.89276334355322	0	3.78071471894392	1.64868568782639	1.58385595085623	0.894594379177167	2.76951812856539	4.16320968794353	1.70083753559442	3.54664384227107	3.48473495927006
DVL2	4	5	6	9	3	3	5	4	2	3	6	1	6	17	2	6	2.72428722956316	3.77159467500858	4.33774242613341	7.17174814281403	2.84717706986146	2.16957250766492	7.7179368639979	3.02457177515513	1.64868568782639	1.58385595085623	5.367566275063	0.923172709521798	4.16320968794353	2.40951984209209	1.41865753690843	10.4542048778102
DVL3	22	21	17	13	24	23	3	22	13	30	13	18	10	62	18	6	14.9835797625974	15.840697635036	12.290270207378	10.3591917618425	22.7774165588917	16.633389225431	4.63076211839874	16.6351447633532	10.7164569708715	15.8385595085623	11.6297269293032	16.6171087713924	6.93868281323921	8.78766060057116	12.7679178321758	10.4542048778102
DYDC1	1	0	3	2	0	3	1	1	2	6	1	3	1	6	5	0	0.681071807390791	0	2.16887121306671	1.59372180951423	0	2.16957250766492	1.54358737279958	0.756142943788783	1.64868568782639	3.16771190171247	0.894594379177167	2.76951812856539	0.693868281323921	0.850418767797209	3.54664384227107	0
DYM	23	22	18	21	8	13	7	25	14	18	17	7	18	75	23	7	15.6646515699882	16.5950165700377	13.0132272784002	16.7340789998994	7.59247218629724	9.40148086654797	10.8051116095971	18.9035735947196	11.5407998147847	9.5031357051374	15.2081044460118	6.46220896665259	12.4896290638306	10.6302345974651	16.3145616744469	12.1965723574452
DYNC1H1	200	183	143	145	112	196	75	200	151	276	118	117	153	807	179	55	136.214361478158	138.040365105314	103.38286115618	115.544831189782	106.294610608161	141.745403834108	115.769052959968	151.228588757757	124.475769430892	145.714747478773	105.562136742906	108.01120701405	106.16184704256	114.381324268725	126.969849553304	95.8302113799265
DYNC1I1	1	3	0	1	0	1	0	0	0	2	1	0	0	5	1	1	0.681071807390791	2.26295680500515	0	0.796860904757115	0	0.723190835888306	0	0	0	1.05590396723749	0.894594379177167	0	0	0.708682306497674	0.709328768454214	1.74236747963503
DYNC1I2	270	225	269	216	178	225	105	231	207	298	189	171	238	1325	217	72	183.889387995514	169.721760375386	194.475452104981	172.121955427537	168.932506145114	162.717938074869	162.076674143956	174.669020015209	170.638968690031	157.329691118386	169.078337664485	157.862533328227	165.140650955093	187.800811221884	153.924342754564	125.450458533722
DYNC1LI1	38	32	28	27	24	33	20	38	30	45	29	30	46	188	32	17	25.8807286808501	24.1382059200549	20.2427979886226	21.5152444284421	22.7774165588917	23.8652975843141	30.8717474559916	28.7334318639738	24.7302853173958	23.7578392628435	25.9432369961379	27.6951812856539	31.9179409409004	26.6464547243125	22.6985205905348	29.6202471537955
DYNC1LI2	137	137	149	128	98	146	59	154	137	223	103	111	151	803	168	58	93.3068376125384	103.341694095235	107.720603582313	101.998195808911	93.0077842821412	105.585862039693	91.0716549951752	116.446013343473	112.934969616108	117.73329234698	92.1432210552482	102.47217075692	104.774110479912	113.814378423526	119.167233100308	101.057313818832
DYNC2H1	44	24	32	19	20	27	8	42	38	48	21	24	36	170	42	9	29.9671595251948	18.1036544400412	23.1346262727115	15.1403571903852	18.9811804657431	19.5261525689843	12.3486989823966	31.7580036391289	31.3250280687014	25.3416952136997	18.7864819627205	22.1561450285232	24.9792581276612	24.0951984209209	29.791808275077	15.6813073167152
DYNC2LI1	34	28	47	34	35	51	15	26	30	34	27	32	60	218	35	12	23.1564414512869	21.120930180048	33.9789823380451	27.0932707617419	33.2170658150504	36.8827326303036	23.1538105919937	19.6597165385084	24.7302853173958	17.9503674430373	24.1540482377835	29.5415267046975	41.6320968794353	30.8985485632986	24.8265068958975	20.9084097556203
DYNLL1	1993	1852	2073	1749	1550	2068	833	1718	1610	2659	1518	1664	2271	11863	1897	763	1357.37611212985	1396.99866762318	1498.69000822909	1393.70972242019	1471.04148609509	1495.55864861702	1285.80828154205	1299.05357742913	1327.19197870024	1403.82432444224	1357.99426759094	1536.15938864427	1575.77486688663	1681.41964039638	1345.59667375764	1329.42638696153
DYNLL1-AS1	14	9	15	6	7	11	7	12	8	15	8	5	8	65	11	0	9.53500530347108	6.78887041501544	10.8443560653335	4.78116542854269	6.64341316301008	7.95509919477136	10.8051116095971	9.0737153254654	6.59474275130555	7.91927975428117	7.15675503341734	4.61586354760899	5.55094625059137	9.21286998446976	7.80261645299635	0
DYNLL2	2	2	0	3	2	1	0	2	1	1	4	3	3	5	0	1	1.36214361478158	1.50863787000343	0	2.39058271427134	1.89811804657431	0.723190835888306	0	1.51228588757757	0.824342843913194	0.527951983618744	3.57837751670867	2.76951812856539	2.08160484397176	0.708682306497674	0	1.74236747963503
DYNLRB1	465	433	474	393	425	479	218	377	361	607	363	316	549	2992	467	146	316.698390436718	326.620098855743	342.68165166454	313.166335569546	403.350084897041	346.408410390498	336.502047270308	285.065889808371	297.587766652663	320.466854056578	324.737759641312	291.722576208888	380.933686446833	424.075492208208	331.256534868118	254.385652026714
DYNLRB2	2	3	5	2	2	1	2	1	2	5	4	5	8	26	2	2	1.36214361478158	2.26295680500515	3.61478535511118	1.59372180951423	1.89811804657431	0.723190835888306	3.08717474559916	0.756142943788783	1.64868568782639	2.63975991809372	3.57837751670867	4.61586354760899	5.55094625059137	3.6851479937879	1.41865753690843	3.48473495927006
DYNLT1	725	695	827	717	645	870	326	653	579	1033	606	672	935	4686	751	316	493.777060358324	524.251659826192	597.885497735389	571.349268710851	612.143070020215	629.176027222826	503.209483532663	493.761342294076	477.294506625739	545.374399078163	542.124193781363	620.372060798648	648.766843037866	664.17705764962	532.705905109115	550.588123564669
DYNLT3	396	339	319	289	278	374	127	339	295	482	243	259	379	2304	342	119	269.704435726753	255.714118965582	230.623305656093	230.292801474806	263.838408473829	270.473372622226	196.035596345547	256.332457944398	243.181138954392	254.472856104235	217.386434140052	239.101731766146	262.976078621766	326.560806834128	242.590438811341	207.341730076568
DYRK1A	19	20	17	17	9	14	8	14	14	21	17	11	12	58	24	8	12.940364340425	15.0863787000343	12.290270207378	13.5466353808709	8.54153120958439	10.1246717024363	12.3486989823966	10.586001213043	11.5407998147847	11.0869916559936	15.2081044460118	10.1548998047398	8.32641937588706	8.22071475537302	17.0238904429011	13.9389398370802
DYRK2	26	26	15	29	8	14	15	29	19	29	15	17	18	89	22	9	17.7078669921606	19.6122923100446	10.8443560653335	23.1089662379563	7.59247218629724	10.1246717024363	23.1538105919937	21.9281453698747	15.6625140343507	15.3106075249436	13.4189156876575	15.6939360618706	12.4896290638306	12.6145450556586	15.6052329059927	15.6813073167152
DYRK3	4	1	2	6	0	2	1	5	2	6	2	5	5	14	5	3	2.72428722956316	0.754318935001715	1.44591414204447	4.78116542854269	0	1.44638167177661	1.54358737279958	3.78071471894392	1.64868568782639	3.16771190171247	1.78918875835433	4.61586354760899	3.46934140661961	1.98431045819349	3.54664384227107	5.22710243890508
DYRK4	78	57	70	78	61	95	23	59	55	91	58	72	89	439	62	30	53.1236009764817	42.9961792950978	50.6069949715565	62.1551505710549	57.8926004205164	68.703129409389	35.5025095743903	44.6124336835382	45.3388564152257	48.0436305093057	51.8864739922757	66.4684350855695	61.754277037829	62.2223065104958	43.9783836441613	52.2710243890508
DYSF	12	10	13	10	9	12	6	7	16	24	6	5	15	44	14	6	8.17286168868949	7.54318935001715	9.39844192328906	7.96860904757115	8.54153120958439	8.67829003065967	9.26152423679748	5.29300060652148	13.1894855026111	12.6708476068499	5.367566275063	4.61586354760899	10.4080242198588	6.23640429717953	9.93060275835899	10.4542048778102
DYX1C1	1	3	6	3	2	5	1	2	4	5	1	1	5	26	4	0	0.681071807390791	2.26295680500515	4.33774242613341	2.39058271427134	1.89811804657431	3.61595417944153	1.54358737279958	1.51228588757757	3.29737137565278	2.63975991809372	0.894594379177167	0.923172709521798	3.46934140661961	3.6851479937879	2.83731507381686	0
DZANK1	10	10	4	4	4	9	1	9	5	20	6	7	8	28	8	3	6.81071807390791	7.54318935001715	2.89182828408894	3.18744361902846	3.79623609314862	6.50871752299475	1.54358737279958	6.80528649409905	4.12171421956597	10.5590396723749	5.367566275063	6.46220896665259	5.55094625059137	3.96862091638697	5.67463014763371	5.22710243890508
DZIP1	45	39	31	25	27	33	22	43	27	41	30	29	25	134	34	15	30.6482313325856	29.4184384650669	22.4116692016893	19.9215226189279	25.6245936287532	23.8652975843141	33.9589222015908	32.5141465829177	22.2572567856562	21.6460313283685	26.837831375315	26.7720085761321	17.346707033098	18.9926858141377	24.1171781274433	26.1355121945254
DZIP1L	6	5	2	7	1	4	8	4	2	7	5	3	3	25	3	3	4.08643084434475	3.77159467500858	1.44591414204447	5.5780263332998	0.949059023287155	2.89276334355322	12.3486989823966	3.02457177515513	1.64868568782639	3.69566388533121	4.47297189588584	2.76951812856539	2.08160484397176	3.54341153248837	2.12798630536264	5.22710243890508
DZIP3	13	13	19	19	15	23	10	14	19	13	19	10	13	84	22	8	8.85393349608029	9.8061461550223	13.7361843494225	15.1403571903852	14.2358853493073	16.633389225431	15.4358737279958	10.586001213043	15.6625140343507	6.86337578704368	16.9972932043662	9.23172709521798	9.02028765721098	11.9058627491609	15.6052329059927	13.9389398370802
E2F2	2	2	1	1	1	0	0	1	1	4	3	0	1	4	0	0	1.36214361478158	1.50863787000343	0.722957071022235	0.796860904757115	0.949059023287155	0	0	0.756142943788783	0.824342843913194	2.11180793447498	2.6837831375315	0	0.693868281323921	0.566945845198139	0	0
E2F3	14	6	11	6	6	8	3	8	10	11	11	6	7	32	14	1	9.53500530347108	4.52591361001029	7.95252778124459	4.78116542854269	5.69435413972293	5.78552668710645	4.63076211839874	6.04914355031027	8.24342843913194	5.80747181980619	9.84053817094884	5.53903625713079	4.85707796926745	4.53556676158511	9.93060275835899	1.74236747963503
E2F4	15	19	13	8	7	8	4	15	11	7	13	9	10	48	15	0	10.2160771108619	14.3320597650326	9.39844192328906	6.37488723805692	6.64341316301008	5.78552668710645	6.17434949119832	11.3421441568318	9.06777128304514	3.69566388533121	11.6297269293032	8.30855438569618	6.93868281323921	6.80335014237767	10.6399315268132	0
E2F5	2	1	1	2	3	1	0	5	3	1	3	0	0	11	0	0	1.36214361478158	0.754318935001715	0.722957071022235	1.59372180951423	2.84717706986146	0.723190835888306	0	3.78071471894392	2.47302853173958	0.527951983618744	2.6837831375315	0	0	1.55910107429488	0	0
E2F6	6	3	4	9	4	5	3	6	8	12	6	2	5	24	3	2	4.08643084434475	2.26295680500515	2.89182828408894	7.17174814281403	3.79623609314862	3.61595417944153	4.63076211839874	4.5368576627327	6.59474275130555	6.33542380342493	5.367566275063	1.8463454190436	3.46934140661961	3.40167507118884	2.12798630536264	3.48473495927006
E2F7	8	11	3	5	4	5	2	10	11	14	2	4	3	39	8	4	5.44857445912633	8.29750828501887	2.16887121306671	3.98430452378557	3.79623609314862	3.61595417944153	3.08717474559916	7.56142943788783	9.06777128304514	7.39132777066242	1.78918875835433	3.69269083808719	2.08160484397176	5.52772199068186	5.67463014763371	6.96946991854011
E4F1	3	1	2	0	0	3	3	1	1	2	2	1	2	9	1	0	2.04321542217237	0.754318935001715	1.44591414204447	0	0	2.16957250766492	4.63076211839874	0.756142943788783	0.824342843913194	1.05590396723749	1.78918875835433	0.923172709521798	1.38773656264784	1.27562815169581	0.709328768454214	0
EAF1	16	15	12	21	8	7	11	14	12	26	11	9	9	68	19	10	10.8971489182527	11.3147840250257	8.67548485226682	16.7340789998994	7.59247218629724	5.06233585121814	16.9794611007954	10.586001213043	9.89211412695833	13.7267515740874	9.84053817094884	8.30855438569618	6.24481453191529	9.63807936836837	13.4772466006301	17.4236747963503
EAF2	14	8	3	8	7	8	0	7	6	17	6	4	11	38	3	5	9.53500530347108	6.03455148001372	2.16887121306671	6.37488723805692	6.64341316301008	5.78552668710645	0	5.29300060652148	4.94605706347917	8.97518372151865	5.367566275063	3.69269083808719	7.63255109456313	5.38598552938232	2.12798630536264	8.71183739817514
EAPP	160	162	190	181	142	186	75	183	156	255	174	153	243	1138	175	68	108.971489182527	122.199667470278	137.361843494225	144.231823761038	134.766381306776	134.513495475225	115.769052959968	138.374158713347	128.597483650458	134.62775582278	155.659421976827	141.245424556835	168.609992361713	161.296092958871	124.132534479487	118.480988615182
EARS2	5	5	3	6	3	4	4	4	0	4	4	2	1	22	6	2	3.40535903695396	3.77159467500858	2.16887121306671	4.78116542854269	2.84717706986146	2.89276334355322	6.17434949119832	3.02457177515513	0	2.11180793447498	3.57837751670867	1.8463454190436	0.693868281323921	3.11820214858977	4.25597261072528	3.48473495927006
EBAG9	26	21	32	22	26	30	18	22	27	40	33	23	34	140	29	17	17.7078669921606	15.840697635036	23.1346262727115	17.5309399046565	24.675534605466	21.6957250766492	27.7845727103924	16.6351447633532	22.2572567856562	21.1180793447498	29.5216145128465	21.2329723190014	23.5915215650133	19.8431045819349	20.5705342851722	29.6202471537955
EBF1	10	6	6	12	9	13	4	10	2	5	5	5	6	38	8	7	6.81071807390791	4.52591361001029	4.33774242613341	9.56233085708537	8.54153120958439	9.40148086654797	6.17434949119832	7.56142943788783	1.64868568782639	2.63975991809372	4.47297189588584	4.61586354760899	4.16320968794353	5.38598552938232	5.67463014763371	12.1965723574452
EBF2	7	4	5	3	5	6	1	8	9	12	4	2	3	29	1	4	4.76750265173554	3.01727574000686	3.61478535511118	2.39058271427134	4.74529511643577	4.33914501532983	1.54358737279958	6.04914355031027	7.41908559521875	6.33542380342493	3.57837751670867	1.8463454190436	2.08160484397176	4.11035737768651	0.709328768454214	6.96946991854011
EBF3	9	9	11	9	6	11	3	11	9	17	7	8	9	33	9	4	6.12964626651712	6.78887041501544	7.95252778124459	7.17174814281403	5.69435413972293	7.95509919477136	4.63076211839874	8.31757238167662	7.41908559521875	8.97518372151865	6.26216065424017	7.38538167617439	6.24481453191529	4.67730322288465	6.38395891608792	6.96946991854011
EBLN2	1	1	0	1	1	0	1	4	1	0	1	1	2	2	3	0	0.681071807390791	0.754318935001715	0	0.796860904757115	0.949059023287155	0	1.54358737279958	3.02457177515513	0.824342843913194	0	0.894594379177167	0.923172709521798	1.38773656264784	0.28347292259907	2.12798630536264	0
EBNA1BP2	61	50	57	39	44	62	28	68	51	106	35	60	55	378	59	28	41.5453802508383	37.7159467500858	41.2085530482674	31.0775752855275	41.7585970246348	44.837831825075	43.2204464383882	51.4177201776373	42.0414850395729	55.9629102635869	31.3108032712009	55.3903625713079	38.1627554728157	53.5763823712242	41.8503973387986	48.7862894297808
EBP	33	16	26	28	24	32	12	18	17	37	23	28	27	139	25	10	22.4753696438961	12.0691029600274	18.7968838465781	22.3121053331992	22.7774165588917	23.1421067484258	18.523048473595	13.6105729881981	14.0138283465243	19.5342233938935	20.5756707210749	25.8488358666103	18.7344435957459	19.7013681206353	17.7332192113553	17.4236747963503
EBPL	14	8	7	2	9	10	6	5	2	15	3	12	15	49	9	1	9.53500530347108	6.03455148001372	5.06069949715565	1.59372180951423	8.54153120958439	7.23190835888306	9.26152423679748	3.78071471894392	1.64868568782639	7.91927975428117	2.6837831375315	11.0780725142616	10.4080242198588	6.9450866036772	6.38395891608792	1.74236747963503
ECD	33	36	42	26	28	39	10	31	29	29	25	24	29	193	32	20	22.4753696438961	27.1554816600618	30.3641969829339	20.718383523685	26.5736526520403	28.2044425996439	15.4358737279958	23.4404312574523	23.9059424734826	15.3106075249436	22.3648594794292	22.1561450285232	20.1221801583937	27.3551370308102	22.6985205905348	34.8473495927006
ECE1	19	28	26	28	13	22	16	32	26	47	17	15	27	91	28	9	12.940364340425	21.120930180048	18.7968838465781	22.3121053331992	12.337767302733	15.9101983895427	24.6973979647933	24.1965742012411	21.4329139417431	24.813743230081	15.2081044460118	13.847590642827	18.7344435957459	12.8980179782577	19.861205516718	15.6813073167152
ECE2	16	8	8	11	10	5	2	12	10	22	10	10	6	62	11	3	10.8971489182527	6.03455148001372	5.78365656817788	8.76546995232826	9.49059023287155	3.61595417944153	3.08717474559916	9.0737153254654	8.24342843913194	11.6149436396124	8.94594379177167	9.23172709521798	4.16320968794353	8.78766060057116	7.80261645299635	5.22710243890508
ECH1	343	327	399	340	355	415	162	288	278	483	296	299	456	2268	365	136	233.607629935041	246.662291745561	288.459871337872	270.932707617419	336.91595326694	300.124196893647	250.061154393532	217.76916781117	229.167310607868	255.000808087853	264.799936236442	276.028640147018	316.403936283708	321.458294227345	258.905000485788	236.961977230364
ECHDC1	98	80	109	96	78	91	35	97	83	145	83	77	131	586	93	33	66.7450371242975	60.3455148001372	78.8023207414236	76.498646856683	74.0266038163981	65.8103660658358	54.0255580479853	73.345865547512	68.4204560447951	76.5530376247179	74.2513334717049	71.0842986331785	90.8967448534337	83.0575663215274	65.9675754662419	57.4981268279559
ECHDC2	9	14	16	12	5	13	3	6	17	10	5	7	8	65	3	6	6.12964626651712	10.560465090024	11.5673131363558	9.56233085708537	4.74529511643577	9.40148086654797	4.63076211839874	4.5368576627327	14.0138283465243	5.27951983618744	4.47297189588584	6.46220896665259	5.55094625059137	9.21286998446976	2.12798630536264	10.4542048778102
ECHDC3	3	0	0	0	1	3	0	1	0	3	3	0	3	8	1	0	2.04321542217237	0	0	0	0.949059023287155	2.16957250766492	0	0.756142943788783	0	1.58385595085623	2.6837831375315	0	2.08160484397176	1.13389169039628	0.709328768454214	0
ECHS1	95	97	114	99	85	114	40	121	83	142	93	99	129	577	89	44	64.7018217021252	73.1689366951664	82.4171060965348	78.8892295709543	80.6700169794082	82.4437552912668	61.7434949119832	91.4932961984428	68.4204560447951	74.9691816738617	83.1972772634766	91.394098242658	89.5090082907858	81.7819381698316	63.130260392425	76.6641691039412
ECI1	29	30	27	16	12	27	8	23	22	37	12	25	39	147	25	9	19.7510824143329	22.6295680500515	19.5198409176004	12.7497744761138	11.3887082794459	19.5261525689843	12.3486989823966	17.391287707142	18.1355425660903	19.5342233938935	10.735132550126	23.079317738045	27.0608629716329	20.8352598110316	17.7332192113553	15.6813073167152
ECI2	108	112	160	127	118	163	50	122	130	189	109	125	166	831	132	55	73.5557551982054	84.4837207201921	115.673131363558	101.201334904154	111.988964747884	117.880106249794	77.179368639979	92.2494391422316	107.164569708715	99.7829249039427	97.5107873303112	115.396588690225	115.182134699771	117.782999339913	93.6313974359562	95.8302113799265
ECM1	7	7	8	4	6	8	2	7	9	12	7	7	9	37	10	1	4.76750265173554	5.28023254501201	5.78365656817788	3.18744361902846	5.69435413972293	5.78552668710645	3.08717474559916	5.29300060652148	7.41908559521875	6.33542380342493	6.26216065424017	6.46220896665259	6.24481453191529	5.24424906808279	7.09328768454214	1.74236747963503
ECM2	103	102	111	104	79	102	57	60	61	95	61	78	82	524	101	36	70.1503961612515	76.940531370175	80.2482348834681	82.8735340947399	74.9756628396852	73.7654652606072	87.9844802495761	45.368576627327	50.2849134787049	50.1554384437807	54.5702571298072	72.0074713427003	56.8971990685615	74.2699057209562	71.6422056138756	62.725229266861
ECSCR	1	2	1	2	1	4	0	2	0	0	2	0	0	3	0	0	0.681071807390791	1.50863787000343	0.722957071022235	1.59372180951423	0.949059023287155	2.89276334355322	0	1.51228588757757	0	0	1.78918875835433	0	0	0.425209383898604	0	0
ECSIT	6	10	11	3	6	15	1	4	6	5	7	1	6	32	2	2	4.08643084434475	7.54318935001715	7.95252778124459	2.39058271427134	5.69435413972293	10.8478625383246	1.54358737279958	3.02457177515513	4.94605706347917	2.63975991809372	6.26216065424017	0.923172709521798	4.16320968794353	4.53556676158511	1.41865753690843	3.48473495927006
ECT2	15	11	7	4	8	10	3	10	8	21	14	9	7	56	13	6	10.2160771108619	8.29750828501887	5.06069949715565	3.18744361902846	7.59247218629724	7.23190835888306	4.63076211839874	7.56142943788783	6.59474275130555	11.0869916559936	12.5243213084803	8.30855438569618	4.85707796926745	7.93724183277395	9.22127398990478	10.4542048778102
ECT2L	3	2	3	3	1	1	2	3	0	5	3	1	0	8	2	1	2.04321542217237	1.50863787000343	2.16887121306671	2.39058271427134	0.949059023287155	0.723190835888306	3.08717474559916	2.26842883136635	0	2.63975991809372	2.6837831375315	0.923172709521798	0	1.13389169039628	1.41865753690843	1.74236747963503
EDA2R	38	33	46	32	25	41	20	26	20	46	28	15	48	166	22	21	25.8807286808501	24.8925248550566	33.2560252670228	25.4995489522277	23.7264755821789	29.6508242714205	30.8717474559916	19.6597165385084	16.4868568782639	24.2857912464622	25.0486426169607	13.847590642827	33.3056775035482	23.5282525757228	15.6052329059927	36.5897170723356
EDC3	13	16	13	15	13	17	5	18	7	24	13	11	16	65	19	8	8.85393349608029	12.0691029600274	9.39844192328906	11.9529135713567	12.337767302733	12.2942442101012	7.7179368639979	13.6105729881981	5.77039990739236	12.6708476068499	11.6297269293032	10.1548998047398	11.1018925011827	9.21286998446976	13.4772466006301	13.9389398370802
EDC4	2	4	1	3	2	4	1	5	4	5	4	3	6	11	4	1	1.36214361478158	3.01727574000686	0.722957071022235	2.39058271427134	1.89811804657431	2.89276334355322	1.54358737279958	3.78071471894392	3.29737137565278	2.63975991809372	3.57837751670867	2.76951812856539	4.16320968794353	1.55910107429488	2.83731507381686	1.74236747963503
EDEM1	47	45	46	38	35	43	18	39	51	48	28	26	45	178	40	14	32.0103749473672	33.9443520750772	33.2560252670228	30.2807143807704	33.2170658150504	31.0972059431971	27.7845727103924	29.4895748077626	42.0414850395729	25.3416952136997	25.0486426169607	24.0024904475668	31.2240726595765	25.2290901113172	28.3731507381686	24.3931447148904
EDEM2	58	53	48	49	62	80	23	59	41	86	51	40	69	340	56	18	39.5021648286659	39.9789035550909	34.7019394090673	39.0461843330986	58.8416594438036	57.8552668710645	35.5025095743903	44.6124336835382	33.798056600441	45.403870591212	45.6243133380355	36.9269083808719	47.8769114113506	48.1903968418418	39.722411033436	31.3626146334305
