Cell	Plate	Condition1	Condition2	Gene	logFC	logCPM	PValue	FDR
A	1	CTRL	SOR	TNFAIP6	1.06692134581769	7.91110418030978	4.05253173012463e-18	1.78812740257046e-16
A	1	CTRL	SOR	TNFRSF10D	-1.23558252541621	6.2496583285484	3.20703338917951e-14	9.82775864369092e-13
A	1	CTRL	SOR	TNFRSF11B	-2.451153938165	8.57929887158003	3.83786028866795e-54	1.11995741151128e-51
A	1	CTRL	SOR	TNFRSF21	-0.634394938991423	3.8378181146596	0.0241839330092028	0.0683968501846177
A	1	CTRL	SOR	TNFSF13B	1.98776139322749	1.75308652485879	5.24681100643437e-05	0.000340936504669116
A	1	CTRL	SOR	TNIK	1.67103132849507	3.02801543091241	1.05760187249868e-08	1.43851780115286e-07
A	1	CTRL	SOR	TNIP1	0.879046576266501	3.89021143659593	0.000119892257249586	0.00071501002465615
A	1	CTRL	SOR	TNIP2	0.932397371336046	3.54716710252002	0.000192126493855288	0.0010835851663368
A	1	CTRL	SOR	TNKS	0.602732118009762	4.15059297739503	0.00552334138570234	0.0201763025298487
A	1	CTRL	SOR	TNKS1BP1	-0.56889837177778	3.72050043746963	0.0195002696419729	0.0574010688223135
A	1	CTRL	SOR	TNKS2	0.522314699583482	4.32510502637992	0.0137114975367707	0.0428384800173926
A	1	CTRL	SOR	TNNT2	-2.63636178524846	2.26907981597336	0.000142865146750471	0.000832677478109875
A	1	CTRL	SOR	TNPO1	0.788333136198485	6.1053516464429	1.64450492973087e-08	2.15904328197795e-07
A	1	CTRL	SOR	TNPO3	0.64626502774214	4.98633794432018	0.00015834846762825	0.000916266031701998
A	1	CTRL	SOR	TNRC6B	-0.407278643363021	6.14247333095065	0.00578932983640351	0.020986729277081
A	1	CTRL	SOR	TNS1	-1.86427136397068	6.31257500664564	1.99370580272875e-27	1.69531009980378e-25
A	1	CTRL	SOR	TNS3	-1.52987554527277	5.26728947702192	5.65605920288789e-15	1.87174742693506e-13
A	1	CTRL	SOR	TOB2	0.512771704516991	4.11792899316343	0.02714281307999	0.0751755219903089
A	1	CTRL	SOR	TOM1	0.704189142965763	3.99454305507574	0.00221523104139129	0.00918719850499489
A	1	CTRL	SOR	TOM1L1	0.876713025460573	2.58279983009322	0.00994847582549345	0.0329647560256351
A	1	CTRL	SOR	TOM1L2	-0.970053343660209	2.71089084122639	0.0187234933729234	0.0555218602559669
A	1	CTRL	SOR	TOMM22	-0.798193457241912	5.50027245230271	1.0578420383935e-05	8.02285397104104e-05
A	1	CTRL	SOR	TOMM40L	-1.6494196246449	1.91537367116579	0.0252240703761939	0.0709116744428668
A	1	CTRL	SOR	TOMM5	0.461490254298388	8.72308426231835	0.000209853504648416	0.00117357099289445
A	1	CTRL	SOR	TOPBP1	0.849066652491639	3.04838146633968	0.00398571985293407	0.0152220829600457
A	1	CTRL	SOR	TOR1AIP2	-0.75957296276257	6.94613084390014	1.33058637512736e-07	1.48562861362046e-06
A	1	CTRL	SOR	TOR1B	-0.946933303590302	3.76659113086621	0.000556756229165108	0.00277449159530681
A	1	CTRL	SOR	TOX2	1.97981059341236	2.21720827558264	5.08615248980624e-07	5.10204671633688e-06
A	1	CTRL	SOR	TP53	0.571420460205516	5.22725540283421	0.000378023774879744	0.00196590735903439
A	1	CTRL	SOR	TP53BP2	1.81595449700969	4.44526033655629	2.57912203295314e-22	1.54027566991248e-20
A	1	CTRL	SOR	TP53I3	-1.02223306945239	2.43982674202179	0.0333060039290905	0.0889453183131284
A	1	CTRL	SOR	TP53RK	0.970290744824496	3.59989113621569	6.49967722216745e-05	0.000413147799666486
A	1	CTRL	SOR	TP53TG1	-0.430253617065144	6.31228904627971	0.00830561497780311	0.0283703368754967
A	1	CTRL	SOR	TPD52	1.1933308125242	1.98181141947213	0.00448378920046043	0.016883241446895
A	1	CTRL	SOR	TPGS2	-0.64129662960927	5.29462648227593	0.000898168810158197	0.00421090290785238
A	1	CTRL	SOR	TPI1	-1.43321389794434	10.3592854776923	3.98367273560198e-24	2.70636814418674e-22
A	1	CTRL	SOR	TPM1	-1.55759256539634	8.9435824192145	1.55834783787556e-27	1.33394574922148e-25
A	1	CTRL	SOR	TPM2	-1.45972328080161	8.16654669839158	2.33168915384322e-23	1.48949695200731e-21
A	1	CTRL	SOR	TPM3	-0.589478891373301	7.21869958171112	3.65834828821198e-05	0.000246707941284883
A	1	CTRL	SOR	TPM4	-0.947889632185826	8.74515244345335	4.94120014382618e-12	1.12292052826067e-10
A	1	CTRL	SOR	TPMT	0.355002903207156	5.29512628264802	0.0248982770047352	0.0701698588105356
A	1	CTRL	SOR	TPP2	0.656357045241553	4.03796285288513	0.00340053255009779	0.0132418871398372
A	1	CTRL	SOR	TPRA1	0.89757004401144	2.76883157442384	0.00753013882862255	0.0261669776886369
A	1	CTRL	SOR	TPRG1L	0.558641457905981	4.86312961131826	0.00130785374246816	0.00582168723001891
A	1	CTRL	SOR	TPRKB	-0.626745393010965	6.24100328350015	9.85361170623179e-05	0.000600476384945497
A	1	CTRL	SOR	TPTE2P6	1.9295383189602	1.20290807622716	0.0282003389288643	0.0776711957544195
A	1	CTRL	SOR	TPX2	-2.79807735803402	2.05194310161731	0.000344784436592349	0.00181212941704697
A	1	CTRL	SOR	TRA2B	0.596199818555235	5.54102331003187	7.90291174163196e-05	0.000493434751701669
A	1	CTRL	SOR	TRAFD1	-0.463036005992282	4.62641432783518	0.0273111930535559	0.0755929551212886
A	1	CTRL	SOR	TRAM2	-1.26932531011834	6.62727435551772	5.59526946235194e-16	2.02947061854799e-14
A	1	CTRL	SOR	TRAM2-AS1	-1.19037069795865	2.57276910471479	0.034690804338089	0.0917277445842386
A	1	CTRL	SOR	TRANK1	1.20623718170771	3.48647167834048	2.40248261997258e-06	2.08290863203565e-05
A	1	CTRL	SOR	TRAP1	1.33093711882006	3.18795792029781	1.45133370163927e-06	1.32652300309547e-05
A	1	CTRL	SOR	TRAPPC1	-1.42569405383757	4.34708972157785	1.78212441225645e-08	2.32073807843538e-07
A	1	CTRL	SOR	TRAPPC11	0.819619381581451	3.78553309902346	0.000401306713227597	0.00207188508156106
A	1	CTRL	SOR	TRAPPC2P1	0.916641264668457	4.32032677962991	3.98917366080767e-06	3.31742161947995e-05
A	1	CTRL	SOR	TRAPPC8	0.983303592644138	3.58838752992697	0.000108148284476929	0.000651324565048671
A	1	CTRL	SOR	TREX1	0.972642287729249	3.82703210300988	2.89105825066461e-05	0.00019914800396209
A	1	CTRL	SOR	TRIB1	2.6944096736405	2.26408420200699	1.24896923994774e-11	2.69073238941761e-10
A	1	CTRL	SOR	TRIB2	-1.04799593506764	4.05239501549912	3.05755236474545e-05	0.000208935456962914
A	1	CTRL	SOR	TRIB3	2.3532521434308	5.42853324781046	5.82121877876888e-58	1.86861122798481e-55
A	1	CTRL	SOR	TRIM11	2.12868469074508	2.65517372918786	8.3969550456629e-11	1.60203421673569e-09
A	1	CTRL	SOR	TRIM16	0.740693719595829	3.26400602842474	0.011509131447866	0.037069607179156
A	1	CTRL	SOR	TRIM2	0.830100560130421	4.71311623833431	5.5142212907163e-06	4.45299379703127e-05
A	1	CTRL	SOR	TRIM22	0.676214284062944	6.05088147300168	1.59173007337494e-06	1.44131270395869e-05
A	1	CTRL	SOR	TRIM24	0.86707989346644	3.27628026412541	0.00134684114658097	0.00597355451540577
A	1	CTRL	SOR	TRIM26	0.842906496972742	2.71117254556445	0.0237675461594706	0.067561499377375
A	1	CTRL	SOR	TRIM32	-0.715729387121333	3.94847452265559	0.00696211808277455	0.0245182655465785
A	1	CTRL	SOR	TRIM33	0.740572823143526	3.55652196892259	0.00489381780225873	0.0182322891626248
A	1	CTRL	SOR	TRIM35	1.53098785354263	3.31127654700477	6.07605332290685e-09	8.59212826719426e-08
A	1	CTRL	SOR	TRIM38	0.635225161265695	5.00314453585208	0.000192159145151783	0.0010835851663368
A	1	CTRL	SOR	TRIM39	1.09430196990858	2.49286287488946	0.00479036535459202	0.0179011324659376
A	1	CTRL	SOR	TRIM4	1.07865836732811	3.87953816060586	1.6586523405094e-06	1.49768607961608e-05
A	1	CTRL	SOR	TRIM41	0.788992570384952	2.50140204299377	0.0352298124659238	0.0928470427057596
A	1	CTRL	SOR	TRIM44	-0.612615001025644	5.56963591099381	0.000308122168612293	0.00164093266071416
A	1	CTRL	SOR	TRIM59	-0.968093637456336	4.54194050662404	1.34810267214823e-05	0.000100171517999903
A	1	CTRL	SOR	TRIM6	-1.43750190922887	1.79455261137345	0.0325775059723949	0.0873758096447616
A	1	CTRL	SOR	TRIM61	-2.23898970224788	1.72721877957671	0.00375721904452074	0.0144525741556759
A	1	CTRL	SOR	TRIM8	1.02288706060142	4.74434265761417	1.38514558259216e-08	1.84686077678954e-07
A	1	CTRL	SOR	TRIOBP	-0.56463605841382	4.42853416143122	0.00726767071306167	0.0254061780440272
A	1	CTRL	SOR	TRIP11	0.740033659976012	6.86420517978759	1.36585030355057e-08	1.82302680848122e-07
A	1	CTRL	SOR	TRMT1	1.76650671281866	2.13698482105678	1.06045590626618e-05	8.03793024584286e-05
A	1	CTRL	SOR	TRMT10C	-0.454968294653919	5.96579424004449	0.00321518190846336	0.0126673629041637
A	1	CTRL	SOR	TRMT11	1.06392330843609	5.09975205333486	2.37786945836165e-11	4.9484349830411e-10
A	1	CTRL	SOR	TRMT112	0.366874339991994	8.9358747555872	0.00325347665731739	0.0127878189200968
A	1	CTRL	SOR	TRNAU1AP	-0.954036284389088	4.38548952073208	5.19563291110203e-05	0.000337781906726836
A	1	CTRL	SOR	TRO	-1.00662318522414	3.65351408953683	0.000776447516589135	0.00370478859643422
A	1	CTRL	SOR	TRPC1	0.873675755928307	2.50968795753239	0.0333534634431182	0.0890535393241085
A	1	CTRL	SOR	TRPM3	-1.8933175569936	2.68844253935186	7.62301302738398e-05	0.000477693934951734
A	1	CTRL	SOR	TRPM4	1.37011637757463	1.7034935095156	0.0139497060384063	0.0433690618724303
A	1	CTRL	SOR	TRPM7	0.343931551082198	5.47616898614884	0.0294697001246452	0.0806116211334564
A	1	CTRL	SOR	TRPS1	-0.920295585422041	5.7200675994334	5.95748359461342e-08	7.11572924231036e-07
A	1	CTRL	SOR	TRPV1	-0.378960510915091	5.07249604621594	0.028689064540772	0.0787446747976726
A	1	CTRL	SOR	TRRAP	-0.784269108095813	3.0687748724412	0.0169499228404067	0.0511485333186421
A	1	CTRL	SOR	TRUB2	-0.61342529454922	3.49009032043283	0.0270214880366338	0.0749364808618526
A	1	CTRL	SOR	TSC22D1	-0.350185668977651	6.21854150572055	0.017043583754285	0.051419082566969
A	1	CTRL	SOR	TSC22D2	0.849665947858098	3.04002157088545	0.00792440929023428	0.0273186314129403
A	1	CTRL	SOR	TSC22D3	1.36985429715036	4.82188050827594	4.98878325368125e-16	1.82495660903895e-14
A	1	CTRL	SOR	TSEN15	0.479139599146903	4.60477629132706	0.00733863483965059	0.0256263452110725
