Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	SUN+DOM.A.6.22.1.D12	SUN+DOM.A.6.23.1.E1	SUN+DOM.A.6.24.1.E2	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	SUN+DOM.A.6.22.1.D12.Norm	SUN+DOM.A.6.23.1.E1.Norm	SUN+DOM.A.6.24.1.E2.Norm
ELOVL1	41	53	34	38	37	62	22	37	22	57	38	36	46	40	22	35	27.8547306930377	39.9007622159471	24.5151317789499	30.1873022862151	35.0099909501508	44.7423161621007	33.786709190428	27.9028341520035	18.0802539959589	30.0116451779886	33.9068254500095	33.1339946503747	31.867363749702	28.0603374539831	23.7369028707511	32.4985774342703
ELOVL2	3	2	3	0	1	1	3	0	0	4	0	0	0	0	0	0	2.03815102631983	1.50568914022442	2.16309986284852	0	0.946215971625697	0.721650260679043	4.60727852596745	0	0	2.10608036336762	0	0	0	0	0	0
ELOVL3	0	4	1	1	0	0	0	0	1	0	3	2	1	3	0	0	0	3.01137828044884	0.721033287616174	0.794402691742503	0	0	0	0	0.821829727089043	0	2.67685464079023	1.84077748057637	0.692768777167435	2.10452530904873	0	0
ELOVL4	11	5	4	2	3	3	3	3	2	5	4	2	4	5	3	0	7.47322042983939	3.76422285056105	2.8841331504647	1.58880538348501	2.83864791487709	2.16495078203713	4.60727852596745	2.26239195827056	1.64365945417809	2.63260045420953	3.56913952105364	1.84077748057637	2.77107510866974	3.50754218174789	3.23685039146607	0
ELOVL5	152	140	147	131	101	180	55	148	122	213	111	109	159	150	97	105	103.266318666872	105.398239815709	105.991893279578	104.066752618268	95.5678131341954	129.897046922228	84.4667729760699	111.611336608014	100.263226704863	112.148779349326	99.0436217092384	100.322372691412	110.150235569622	105.226265452437	104.658162657403	97.4957323028108
ELOVL6	1	1	0	2	5	2	0	2	3	2	3	1	1	3	3	2	0.679383675439944	0.75284457011221	0	1.58880538348501	4.73107985812849	1.44330052135809	0	1.5082613055137	2.46548918126713	1.05304018168381	2.67685464079023	0.920388740288185	0.692768777167435	2.10452530904873	3.23685039146607	1.85706156767259
ELOVL7	2	1	1	1	0	1	1	1	1	2	0	0	0	0	1	0	1.35876735087989	0.75284457011221	0.721033287616174	0.794402691742503	0	0.721650260679043	1.53575950865582	0.754130652756852	0.821829727089043	1.05304018168381	0	0	0	0	1.07895013048869	0
ELP2	53	44	40	40	34	51	21	32	34	65	28	34	60	43	25	37	36.0073347983171	33.1251610849372	28.841331504647	31.7761076697001	32.1713430352737	36.8041632946312	32.2509496817722	24.1321808882193	27.9422107210275	34.2238059047238	24.9839766473754	31.2932171697983	41.5661266300461	30.1648627630318	26.9737532622172	34.3556390019429
ELP3	45	36	34	25	32	43	14	37	31	70	31	29	36	39	16	26	30.5722653947975	27.1024045240396	24.5151317789499	19.8600672935626	30.2789110920223	31.0309612091989	21.5006331211814	27.9028341520035	25.4767215397603	36.8564063589334	27.6608312881657	26.6912734683574	24.9396759780277	27.3588290176335	17.263202087819	24.1418003797436
ELP4	34	29	42	30	22	37	17	26	13	32	25	21	35	29	18	19	23.0990449649581	21.8324925332541	30.2833980798793	23.8320807522751	20.8167513757653	26.7010596451246	26.1079116471489	19.6073969716782	10.6837864521576	16.848642906941	22.3071220065852	19.3281635460519	24.2469072008602	20.3437446541377	19.4211023487964	17.6420848928896
ELP5	27	31	36	29	24	36	15	30	35	52	28	27	40	34	30	30	18.3433592368785	23.3381816734785	25.9571983541823	23.0376780605326	22.7091833190167	25.9794093844456	23.0363926298373	22.6239195827056	28.7640404481165	27.3790447237791	24.9839766473754	24.850495987781	27.7107510866974	23.8512868358856	32.3685039146607	27.8559235150888
ELP6	24	34	30	27	33	46	14	36	36	43	27	26	33	36	20	30	16.3052082105587	25.5967153838151	21.6309986284852	21.4488726770476	31.225127063648	33.195911991236	21.5006331211814	27.1487034992467	29.5858701752055	22.6403639062019	24.091691767112	23.9301072474928	22.8613696465254	25.2543037085848	21.5790026097738	27.8559235150888
ELTD1	26	25	24	36	30	42	16	36	33	47	30	31	45	41	22	41	17.6639755614386	18.8211142528052	17.3047989027882	28.5984969027301	28.3864791487709	30.3093109485198	24.5721521384931	27.1487034992467	27.1203809939384	24.7464442695695	26.7685464079023	28.5320509489337	31.1745949725346	28.7618458903327	23.7369028707511	38.069762137288
EMB	5	5	3	8	2	4	1	2	1	7	3	2	3	2	3	2	3.39691837719972	3.76422285056105	2.16309986284852	6.35522153394003	1.89243194325139	2.88660104271617	1.53575950865582	1.5082613055137	0.821829727089043	3.68564063589334	2.67685464079023	1.84077748057637	2.07830633150231	1.40301687269915	3.23685039146607	1.85706156767259
EMC1	81	77	105	77	72	106	46	73	61	131	54	71	90	90	62	69	55.0300777106355	57.9690318986402	75.7084951996983	61.1690072641728	68.1275499570502	76.4949276319786	70.6449373981676	55.0515376512502	50.1316133524316	68.9741319002896	48.1833835342241	65.3476005604612	62.3491899450692	63.135759271462	66.8949080902987	64.0686240847043
EMC10	25	11	19	19	14	10	8	16	14	27	15	14	9	20	11	17	16.9845918859986	8.28129027123431	13.6996324647073	15.0936511431076	13.2470236027598	7.21650260679043	12.2860760692465	12.0660904441096	11.5056161792466	14.2160424527314	13.3842732039511	12.8854423640346	6.23491899450692	14.0301687269915	11.8684514353756	15.785023325217
EMC2	101	88	127	96	90	155	39	102	89	118	79	63	144	103	65	78	68.6177512194344	66.2503221698745	91.5712275272541	76.2626584072803	85.1594374463128	111.855790405252	59.8946208375769	76.9213265811989	73.1428457109248	62.1293707193448	70.4905055408093	57.9844906381557	99.7587039121107	72.2553689440065	70.1317584817648	72.4254011392309
EMC3	191	163	198	177	200	218	69	171	148	281	173	168	265	221	130	162	129.762282009029	122.71366492829	142.764590948002	140.609276438423	189.243194325139	157.319756828031	105.967406097251	128.956341621422	121.630799609178	147.952145526575	154.36528428557	154.625308368415	183.58372594937	155.033364433257	140.26351696353	150.42198698148
EMC4	101	95	104	99	73	99	44	81	91	128	71	77	112	102	70	75	68.6177512194344	71.5202341606599	74.9874619120821	78.6458664825078	69.0737659286759	71.4433758072253	67.573418380856	61.084582873305	74.7865051651029	67.3945716277639	63.352226498702	70.8699330021903	77.5901030427528	71.5538605076569	75.5265091342082	69.639808787722
EMC7	115	110	129	122	100	124	58	115	91	161	100	87	138	138	85	102	78.1291226755936	82.8129027123431	93.0132941024865	96.9171283925854	94.6215971625697	89.4846323242014	89.0740515020374	86.725025067038	74.7865051651029	84.7697346255467	89.2284880263409	80.0738204050721	95.6020912491061	96.8081642162417	91.7107610915385	94.710139951302
EMC8	7	19	5	8	10	11	6	11	15	17	9	11	9	7	6	7	4.75568572807961	14.304046832132	3.60516643808087	6.35522153394003	9.46215971625697	7.93815286746948	9.2145570519349	8.29543718032538	12.3274459063356	8.95084154431239	8.03056392237068	10.12427614317	6.23491899450692	4.91055905444704	6.47370078293213	6.49971548685406
EMC9	6	10	6	7	7	9	3	12	10	21	12	10	7	11	11	6	4.07630205263967	7.5284457011221	4.32619972569704	5.56081884219752	6.62351180137988	6.49485234611139	4.60727852596745	9.04956783308223	8.21829727089043	11.05692190768	10.7074185631609	9.20388740288185	4.84938144017205	7.71659279984535	11.8684514353756	5.57118470301776
EMCN	0	0	1	0	1	0	0	2	0	0	1	1	1	0	2	2	0	0	0.721033287616174	0	0.946215971625697	0	0	1.5082613055137	0	0	0.892284880263409	0.920388740288185	0.692768777167435	0	2.15790026097738	1.85706156767259
EMD	5	6	6	8	7	6	4	4	6	7	1	7	6	15	2	6	3.39691837719972	4.51706742067326	4.32619972569704	6.35522153394003	6.62351180137988	4.32990156407426	6.14303803462327	3.01652261102741	4.93097836253426	3.68564063589334	0.892284880263409	6.4427211820173	4.15661266300461	10.5226265452437	2.15790026097738	5.57118470301776
EME1	2	2	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1.35876735087989	1.50568914022442	0.721033287616174	0	0	0.721650260679043	0	0.754130652756852	0	0.526520090841905	0	0	0	0.701508436349577	1.07895013048869	0
EMG1	54	47	93	62	50	87	41	52	61	90	56	53	67	70	43	74	36.686718473757	35.3836947952739	67.0560957483042	49.2529668880352	47.3107985812849	62.7835726790768	62.9661398548885	39.2147939433563	50.1316133524316	47.3868081757715	49.9679532947509	48.7806032352738	46.4155080702182	49.1055905444704	46.3948556110136	68.7112780038857
EMILIN1	16	24	33	18	15	24	6	23	19	24	29	24	15	17	18	24	10.8701388070391	18.068269682693	23.7940984913337	14.2992484513651	14.1932395743855	17.319606256297	9.2145570519349	17.3450050134076	15.6147648146918	12.6364821802057	25.8762615276389	22.0893297669164	10.3915316575115	11.9256434179428	19.4211023487964	22.284738812071
EMILIN2	5	6	4	4	3	5	3	4	7	3	0	5	3	11	3	4	3.39691837719972	4.51706742067326	2.8841331504647	3.17761076697001	2.83864791487709	3.60825130339522	4.60727852596745	3.01652261102741	5.7528080896233	1.57956027252572	0	4.60194370144093	2.07830633150231	7.71659279984535	3.23685039146607	3.71412313534517
EML1	10	13	4	4	7	8	4	11	8	15	16	5	3	8	6	7	6.79383675439944	9.78697941145873	2.8841331504647	3.17761076697001	6.62351180137988	5.77320208543235	6.14303803462327	8.29543718032538	6.57463781671234	7.89780136262858	14.2765580842145	4.60194370144093	2.07830633150231	5.61206749079662	6.47370078293213	6.49971548685406
EML2	2	1	1	1	0	0	1	2	0	3	0	1	1	2	1	0	1.35876735087989	0.75284457011221	0.721033287616174	0.794402691742503	0	0	1.53575950865582	1.5082613055137	0	1.57956027252572	0	0.920388740288185	0.692768777167435	1.40301687269915	1.07895013048869	0
EML3	2	5	10	2	5	5	2	1	3	5	7	2	6	7	6	5	1.35876735087989	3.76422285056105	7.21033287616174	1.58880538348501	4.73107985812849	3.60825130339522	3.07151901731163	0.754130652756852	2.46548918126713	2.63260045420953	6.24599416184386	1.84077748057637	4.15661266300461	4.91055905444704	6.47370078293213	4.64265391918147
EML4	310	271	263	198	188	227	82	191	177	245	213	190	208	175	125	147	210.608939386383	204.020878500409	189.631754643054	157.291732965016	177.888602665631	163.814609174143	125.932279709777	144.038954676559	145.463861694761	128.997422256267	190.056679496106	174.873860654755	144.095905650827	122.763976361176	134.868766311086	136.494025223935
EML5	2	1	1	1	2	2	1	0	1	1	3	2	0	0	2	1	1.35876735087989	0.75284457011221	0.721033287616174	0.794402691742503	1.89243194325139	1.44330052135809	1.53575950865582	0	0.821829727089043	0.526520090841905	2.67685464079023	1.84077748057637	0	0	2.15790026097738	0.928530783836294
EML6	1	2	0	0	0	1	1	0	2	1	1	0	0	1	0	0	0.679383675439944	1.50568914022442	0	0	0	0.721650260679043	1.53575950865582	0	1.64365945417809	0.526520090841905	0.892284880263409	0	0	0.701508436349577	0	0
EMP1	47	43	64	55	41	61	27	47	34	58	36	33	38	47	31	37	31.9310327456774	32.372316514825	46.1461304074351	43.6921480458377	38.7948548366536	44.0206659014216	41.4655067337071	35.4441406795721	27.9422107210275	30.5381652688305	32.1222556894827	30.3728284295101	26.3252135323625	32.9708965084301	33.4474540451493	34.3556390019429
EMP2	90	74	71	77	64	76	26	72	81	88	74	77	89	72	42	56	61.144530789595	55.7104981883035	51.1933634207484	61.1690072641728	60.5578221840446	54.8454198116073	39.9297472250513	54.2974069984934	66.5682078942125	46.3337679940877	66.0290811394923	70.8699330021903	61.6564211679017	50.5086074171696	45.3159054805249	51.9977238948324
EMP3	100	101	110	89	102	108	38	85	74	116	98	72	115	93	49	82	67.9383675439945	76.0373015813332	79.3136616377791	70.7018395650828	96.5140291058211	77.9382281533367	58.3588613289211	64.1011054843325	60.8153998045892	61.076330537661	87.4439182658141	66.2679893007493	79.6684093742551	65.2402845805107	52.8685563939457	76.1395242745761
EMR2	0	2	4	0	1	2	0	2	2	1	3	0	2	0	2	0	0	1.50568914022442	2.8841331504647	0	0.946215971625697	1.44330052135809	0	1.5082613055137	1.64365945417809	0.526520090841905	2.67685464079023	0	1.38553755433487	0	2.15790026097738	0
EMX2	0	0	1	1	1	1	0	1	3	3	0	0	2	1	0	0	0	0	0.721033287616174	0.794402691742503	0.946215971625697	0.721650260679043	0	0.754130652756852	2.46548918126713	1.57956027252572	0	0	1.38553755433487	0.701508436349577	0	0
EMX2OS	10	16	5	7	10	8	3	10	7	13	5	6	3	10	2	8	6.79383675439944	12.0455131217954	3.60516643808087	5.56081884219752	9.46215971625697	5.77320208543235	4.60727852596745	7.54130652756852	5.7528080896233	6.84476118094477	4.46142440131704	5.52233244172911	2.07830633150231	7.01508436349577	2.15790026097738	7.42824627069035
ENAH	133	120	102	104	73	94	55	125	104	141	83	94	113	96	76	61	90.3580288335126	90.3413484134652	73.5453953368498	82.6178799412204	69.0737659286759	67.8351245038301	84.4667729760699	94.2663315946066	85.4702916172605	74.2393328087086	74.0596450618629	86.5165415870894	78.2828718199202	67.3448098895594	82.0002099171403	56.6403778140139
ENC1	28	31	22	25	21	23	15	24	21	37	16	27	26	31	17	21	19.0227429123184	23.3381816734785	15.8627323275558	19.8600672935626	19.8705354041396	16.597955995618	23.0363926298373	18.0991356661645	17.2584242688699	19.4812433611505	14.2765580842145	24.850495987781	18.0119882063533	21.7467615268369	18.3421522183077	19.4991464605622
ENDOD1	27	18	27	16	22	25	13	20	15	25	15	13	16	14	6	13	18.3433592368785	13.5512022620198	19.4678987656367	12.7104430678801	20.8167513757653	18.0412565169761	19.9648736125256	15.082613055137	12.3274459063356	13.1630022710476	13.3842732039511	11.9650536237464	11.084300434679	9.82111810889408	6.47370078293213	12.0709001898718
ENDOG	4	2	2	0	0	0	0	0	1	0	2	2	1	2	0	0	2.71753470175978	1.50568914022442	1.44206657523235	0	0	0	0	0	0.821829727089043	0	1.78456976052682	1.84077748057637	0.692768777167435	1.40301687269915	0	0
ENDOV	4	8	4	6	2	3	5	8	4	7	5	6	3	6	4	9	2.71753470175978	6.02275656089768	2.8841331504647	4.76641615045502	1.89243194325139	2.16495078203713	7.67879754327909	6.03304522205482	3.28731890835617	3.68564063589334	4.46142440131704	5.52233244172911	2.07830633150231	4.20905061809746	4.31580052195475	8.35677705452664
ENG	107	73	90	72	63	107	37	79	69	123	84	65	104	84	61	73	72.6940532720741	54.9576536181913	64.8929958854557	57.1969938054602	59.6116062124189	77.2165778926576	56.8231018202652	59.5763215677913	56.706251169144	64.7619711735543	74.9519299421263	59.825268118732	72.0479528254133	58.9267086533645	65.81595795981	67.7827472200494
ENGASE	2	0	0	0	5	0	0	1	0	0	0	0	1	0	1	1	1.35876735087989	0	0	0	4.73107985812849	0	0	0.754130652756852	0	0	0	0	0.692768777167435	0	1.07895013048869	0.928530783836294
ENKD1	6	5	2	3	1	3	1	1	0	1	5	0	4	3	0	3	4.07630205263967	3.76422285056105	1.44206657523235	2.38320807522751	0.946215971625697	2.16495078203713	1.53575950865582	0.754130652756852	0	0.526520090841905	4.46142440131704	0	2.77107510866974	2.10452530904873	0	2.78559235150888
ENKUR	4	1	1	0	1	2	0	6	3	1	1	3	3	4	3	6	2.71753470175978	0.75284457011221	0.721033287616174	0	0.946215971625697	1.44330052135809	0	4.52478391654111	2.46548918126713	0.526520090841905	0.892284880263409	2.76116622086456	2.07830633150231	2.80603374539831	3.23685039146607	5.57118470301776
ENO1	2710	2452	2434	1885	1792	2535	1019	2664	2349	4011	1993	2001	3242	3272	2224	2536	1841.12976044225	1845.97488591514	1754.99502205777	1497.44907393462	1695.61902115325	1829.38341082137	1564.93893932028	2009.00405894425	1930.47802893216	2111.87208436688	1778.32376636497	1841.69786931666	2245.95637557683	2295.33560373582	2399.58509020684	2354.75406780884
ENO2	42	38	35	41	35	46	19	52	43	55	44	29	49	46	26	32	28.5341143684777	28.608093664264	25.2361650665661	32.5705103614426	33.1175590068994	33.195911991236	29.1794306644605	39.2147939433563	35.3386782648289	28.9586049963048	39.26053473159	26.6912734683574	33.9456700812043	32.2693880720806	28.0527033927059	29.7129850827614
ENO3	2	2	0	0	2	1	0	1	1	4	1	0	3	1	0	3	1.35876735087989	1.50568914022442	0	0	1.89243194325139	0.721650260679043	0	0.754130652756852	0.821829727089043	2.10608036336762	0.892284880263409	0	2.07830633150231	0.701508436349577	0	2.78559235150888
ENOPH1	30	26	22	26	21	23	19	21	25	31	15	15	28	28	12	19	20.3815102631983	19.5739588229175	15.8627323275558	20.6544699853051	19.8705354041396	16.597955995618	29.1794306644605	15.8367437078939	20.5457431772261	16.3221228160991	13.3842732039511	13.8058311043228	19.3975257606882	19.6422362177882	12.9474015658643	17.6420848928896
ENOSF1	10	9	7	9	8	7	0	5	14	11	2	5	13	17	7	11	6.79383675439944	6.77560113100989	5.04723301331322	7.14962422568253	7.56972777300558	5.0515518247533	0	3.77065326378426	11.5056161792466	5.79172099926096	1.78456976052682	4.60194370144093	9.00599410317666	11.9256434179428	7.55265091342082	10.2138386221992
ENOX1	4	1	4	1	0	2	1	4	4	4	4	0	6	3	2	5	2.71753470175978	0.75284457011221	2.8841331504647	0.794402691742503	0	1.44330052135809	1.53575950865582	3.01652261102741	3.28731890835617	2.10608036336762	3.56913952105364	0	4.15661266300461	2.10452530904873	2.15790026097738	4.64265391918147
ENOX2	8	7	6	10	3	8	4	6	7	10	8	17	10	4	5	6	5.43506940351956	5.26991199078547	4.32619972569704	7.94402691742503	2.83864791487709	5.77320208543235	6.14303803462327	4.52478391654111	5.7528080896233	5.26520090841905	7.13827904210727	15.6466085848992	6.92768777167435	2.80603374539831	5.39475065244344	5.57118470301776
ENPP1	9	8	4	6	5	5	1	11	5	7	3	8	7	4	6	2	6.1144530789595	6.02275656089768	2.8841331504647	4.76641615045502	4.73107985812849	3.60825130339522	1.53575950865582	8.29543718032538	4.10914863544521	3.68564063589334	2.67685464079023	7.36310992230548	4.84938144017205	2.80603374539831	6.47370078293213	1.85706156767259
ENPP2	0	0	1	1	1	4	0	1	0	1	0	0	3	2	0	0	0	0	0.721033287616174	0.794402691742503	0.946215971625697	2.88660104271617	0	0.754130652756852	0	0.526520090841905	0	0	2.07830633150231	1.40301687269915	0	0
ENPP4	11	7	3	5	3	3	0	4	3	8	4	6	7	2	6	1	7.47322042983939	5.26991199078547	2.16309986284852	3.97201345871252	2.83864791487709	2.16495078203713	0	3.01652261102741	2.46548918126713	4.21216072673524	3.56913952105364	5.52233244172911	4.84938144017205	1.40301687269915	6.47370078293213	0.928530783836294
ENSA	76	67	80	71	74	101	29	91	85	144	58	65	103	85	57	71	51.6331593334358	50.4405861975181	57.6826630092939	56.4025911137177	70.0199819003016	72.8866763285834	44.5370257510187	68.6258894008736	69.8555268025687	75.8188930812344	51.7525230552777	59.825268118732	71.3551840482458	59.6282170897141	61.5001574378553	65.9256856523769
ENTHD2	2	2	3	4	0	2	0	0	1	2	1	0	1	2	0	1	1.35876735087989	1.50568914022442	2.16309986284852	3.17761076697001	0	1.44330052135809	0	0	0.821829727089043	1.05304018168381	0.892284880263409	0	0.692768777167435	1.40301687269915	0	0.928530783836294
ENTPD1	45	43	36	30	19	38	13	30	24	38	29	14	30	31	11	22	30.5722653947975	32.372316514825	25.9571983541823	23.8320807522751	17.9781034608882	27.4227099058036	19.9648736125256	22.6239195827056	19.723913450137	20.0077634519924	25.8762615276389	12.8854423640346	20.7830633150231	21.7467615268369	11.8684514353756	20.4276772443985
ENTPD1-AS1	22	16	15	8	6	11	7	20	21	25	9	11	17	18	12	9	14.9464408596788	12.0455131217954	10.8154993142426	6.35522153394003	5.67729582975418	7.93815286746948	10.7503165605907	15.082613055137	17.2584242688699	13.1630022710476	8.03056392237068	10.12427614317	11.7770692118464	12.6271518542924	12.9474015658643	8.35677705452664
ENTPD3-AS1	13	8	5	6	6	8	5	17	10	18	11	12	13	21	14	11	8.83198778071928	6.02275656089768	3.60516643808087	4.76641615045502	5.67729582975418	5.77320208543235	7.67879754327909	12.8202210968665	8.21829727089043	9.47736163515429	9.8151336828975	11.0446648834582	9.00599410317666	14.7316771633411	15.1053018268416	10.2138386221992
ENTPD4	36	43	32	33	23	26	14	46	25	61	39	21	28	36	28	25	24.457812315838	32.372316514825	23.0730652037176	26.2152888275026	21.762967347391	18.7629067776551	21.5006331211814	34.6900100268152	20.5457431772261	32.1177255413562	34.7991103302729	19.3281635460519	19.3975257606882	25.2543037085848	30.2106036536833	23.2132695959073
ENTPD5	2	6	1	6	8	1	2	5	2	6	1	5	2	4	4	2	1.35876735087989	4.51706742067326	0.721033287616174	4.76641615045502	7.56972777300558	0.721650260679043	3.07151901731163	3.77065326378426	1.64365945417809	3.15912054505143	0.892284880263409	4.60194370144093	1.38553755433487	2.80603374539831	4.31580052195475	1.85706156767259
ENTPD6	2	2	2	4	3	11	1	5	2	4	2	0	2	4	1	3	1.35876735087989	1.50568914022442	1.44206657523235	3.17761076697001	2.83864791487709	7.93815286746948	1.53575950865582	3.77065326378426	1.64365945417809	2.10608036336762	1.78456976052682	0	1.38553755433487	2.80603374539831	1.07895013048869	2.78559235150888
ENTPD7	21	18	5	12	6	9	3	12	18	20	10	5	8	12	5	12	14.2670571842388	13.5512022620198	3.60516643808087	9.53283230091004	5.67729582975418	6.49485234611139	4.60727852596745	9.04956783308223	14.7929350876028	10.5304018168381	8.92284880263409	4.60194370144093	5.54215021733948	8.41810123619493	5.39475065244344	11.1423694060355
ENY2	341	294	354	357	266	379	141	299	277	418	281	306	459	396	222	297	231.669833325021	221.33630361299	255.245783816126	283.601760952074	251.693448452436	273.505448797357	216.54209072047	225.485065174299	227.646834403665	220.085397971916	250.732051354018	281.638954528185	317.980868719853	277.797340794433	239.526928968489	275.773642799379
EOGT	0	2	1	1	2	0	0	2	1	0	0	1	1	2	1	1	0	1.50568914022442	0.721033287616174	0.794402691742503	1.89243194325139	0	0	1.5082613055137	0.821829727089043	0	0	0.920388740288185	0.692768777167435	1.40301687269915	1.07895013048869	0.928530783836294
EP300	28	29	23	33	17	24	15	32	20	36	22	21	23	23	10	17	19.0227429123184	21.8324925332541	16.583765615172	26.2152888275026	16.0856715176369	17.319606256297	23.0363926298373	24.1321808882193	16.4365945417809	18.9547232703086	19.630267365795	19.3281635460519	15.933681874851	16.1346940360403	10.7895013048869	15.785023325217
EP400	33	25	41	26	22	48	15	28	35	45	34	28	30	26	29	29	22.4196612895182	18.8211142528052	29.5623647922631	20.6544699853051	20.8167513757653	34.6392125125941	23.0363926298373	21.1156582771919	28.7640404481165	23.6934040878857	30.3376859289559	25.7708847280692	20.7830633150231	18.239219345089	31.289553784172	26.9273927312525
EPAS1	156	154	121	106	81	78	54	155	110	165	96	100	220	108	81	127	105.983853368631	115.93806379728	87.2450278015571	84.2066853247054	76.6434937016815	56.2887203329654	82.9310134674141	116.890251177312	90.4012699797947	86.8758149889144	85.6593485052873	92.0388740288185	152.409130976836	75.7629111257543	87.3949605695838	117.923409547209
EPB41	46	26	49	22	24	34	24	36	28	46	41	33	41	31	16	30	31.2516490702374	19.5739588229175	35.3306310931925	17.4768592183351	22.7091833190167	24.5361088630875	36.8582282077396	27.1487034992467	23.0112323584932	24.2199241787276	36.5836800907998	30.3728284295101	28.4035198638648	21.7467615268369	17.263202087819	27.8559235150888
EPB41L1	6	12	9	12	12	11	3	10	6	7	6	4	4	15	5	5	4.07630205263967	9.03413484134652	6.48929958854557	9.53283230091004	11.3545916595084	7.93815286746948	4.60727852596745	7.54130652756852	4.93097836253426	3.68564063589334	5.35370928158045	3.68155496115274	2.77107510866974	10.5226265452437	5.39475065244344	4.64265391918147
EPB41L2	157	122	139	125	89	139	78	145	119	165	86	132	100	81	91	100	106.663237044071	91.8470375536896	100.223626978648	99.3003364678129	84.2132214746871	100.309386234387	119.789241675154	109.348944649744	97.7977375235961	86.8758149889144	76.7364997026532	121.49131371804	69.2768777167435	56.8221833443158	98.1844618744707	92.8530783836294
EPB41L3	6	3	1	3	3	1	3	0	6	8	5	3	3	2	0	1	4.07630205263967	2.25853371033663	0.721033287616174	2.38320807522751	2.83864791487709	0.721650260679043	4.60727852596745	0	4.93097836253426	4.21216072673524	4.46142440131704	2.76116622086456	2.07830633150231	1.40301687269915	0	0.928530783836294
EPB41L4A	4	2	2	3	2	3	2	3	3	6	2	5	5	6	2	4	2.71753470175978	1.50568914022442	1.44206657523235	2.38320807522751	1.89243194325139	2.16495078203713	3.07151901731163	2.26239195827056	2.46548918126713	3.15912054505143	1.78456976052682	4.60194370144093	3.46384388583718	4.20905061809746	2.15790026097738	3.71412313534517
EPB41L4A-AS1	10	11	14	9	6	11	7	11	13	25	9	37	13	13	12	7	6.79383675439944	8.28129027123431	10.0944660266264	7.14962422568253	5.67729582975418	7.93815286746948	10.7503165605907	8.29543718032538	10.6837864521576	13.1630022710476	8.03056392237068	34.0543833906629	9.00599410317666	9.1196096725445	12.9474015658643	6.49971548685406
EPB41L4B	0	1	0	0	0	1	0	2	0	1	0	0	0	2	0	2	0	0.75284457011221	0	0	0	0.721650260679043	0	1.5082613055137	0	0.526520090841905	0	0	0	1.40301687269915	0	1.85706156767259
EPB41L5	4	4	9	9	3	6	5	9	9	5	7	5	4	10	5	3	2.71753470175978	3.01137828044884	6.48929958854557	7.14962422568253	2.83864791487709	4.32990156407426	7.67879754327909	6.78717587481167	7.39646754380139	2.63260045420953	6.24599416184386	4.60194370144093	2.77107510866974	7.01508436349577	5.39475065244344	2.78559235150888
EPC1	40	50	36	29	21	33	22	24	27	58	22	32	41	40	21	35	27.1753470175978	37.6422285056105	25.9571983541823	23.0376780605326	19.8705354041396	23.8144586024084	33.786709190428	18.0991356661645	22.1894026314042	30.5381652688305	19.630267365795	29.4524396892219	28.4035198638648	28.0603374539831	22.6579527402625	32.4985774342703
EPC2	9	3	5	7	2	6	1	5	10	14	3	10	6	8	4	1	6.1144530789595	2.25853371033663	3.60516643808087	5.56081884219752	1.89243194325139	4.32990156407426	1.53575950865582	3.77065326378426	8.21829727089043	7.37128127178667	2.67685464079023	9.20388740288185	4.15661266300461	5.61206749079662	4.31580052195475	0.928530783836294
EPDR1	61	58	70	55	57	62	29	50	38	73	47	50	51	54	42	47	41.4424042018366	43.6649850665082	50.4723301331322	43.6921480458377	53.9343103826648	44.7423161621007	44.5370257510187	37.7065326378426	31.2295296293836	38.4359666314591	41.9373893723802	46.0194370144093	35.3312076355392	37.8814555628772	45.3159054805249	43.6409468403058
EPG5	16	11	18	11	12	8	5	8	7	15	6	6	9	16	8	7	10.8701388070391	8.28129027123431	12.9785991770911	8.73842960916754	11.3545916595084	5.77320208543235	7.67879754327909	6.03304522205482	5.7528080896233	7.89780136262858	5.35370928158045	5.52233244172911	6.23491899450692	11.2241349815932	8.63160104390951	6.49971548685406
EPGN	7	6	5	4	3	2	2	6	6	13	1	3	8	2	2	6	4.75568572807961	4.51706742067326	3.60516643808087	3.17761076697001	2.83864791487709	1.44330052135809	3.07151901731163	4.52478391654111	4.93097836253426	6.84476118094477	0.892284880263409	2.76116622086456	5.54215021733948	1.40301687269915	2.15790026097738	5.57118470301776
